rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
1737,Jonathan Rowe,ENG,"FW,MF",Bologna,Serie A,0.0,2003.0,1.3,45,54,83.3,753,153,0,0.0,0.0,0,5,5,1,9,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1738,Jonathan Rowe,ENG,FW,Marseille,Ligue 1,0.0,2003.0,0.7,20,29,69.0,247,54,0,0.0,0.0,0,0,2,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1739,Amir Rrahmani,KVX,DF,Napoli,Serie A,0.0,1994.0,2.0,191,209,91.4,3631,1340,0,0.1,-0.1,2,11,2,0,25,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1740,Rubén,ESP,DF,Espanyol,La Liga,0.0,2001.0,0.6,33,45,73.3,571,248,0,0.0,0.0,1,5,2,0,9,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1741,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,0.0,1993.0,1.0,68,71,95.8,1229,343,0,0.0,0.0,0,3,0,0,4,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1742,Javier Rueda Garcia,ESP,"DF,MF",Celta Vigo,La Liga,0.0,2002.0,3.8,147,199,73.9,2708,785,2,0.9,1.1,3,9,2,0,11,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1743,Daniele Rugani,ITA,DF,Juventus,Serie A,0.0,1994.0,0.9,52,57,91.2,1077,370,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1744,Matteo Ruggeri,ITA,DF,Atlético Madrid,La Liga,0.0,2002.0,3.2,178,212,84.0,2905,800,0,0.1,-0.1,1,12,5,3,20,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1745,Aitor Ruibal,ESP,FW,Betis,La Liga,0.0,1996.0,2.9,75,94,79.8,998,308,0,0.2,-0.2,3,4,6,2,11,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1746,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,0.0,1996.0,3.9,382,418,91.4,6054,1888,1,0.3,0.7,4,55,8,0,40,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1747,Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,0.0,1992.0,6.0,158,205,77.1,4155,2896,0,0.0,0.0,0,4,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1748,Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,0.0,2002.0,4.1,46,71,64.8,912,315,1,1.2,-0.2,5,9,4,0,15,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1749,Mathew Ryan,AUS,GK,Levante,La Liga,0.0,1992.0,6.0,140,199,70.4,4330,3127,0,0.0,0.0,0,2,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1750,Julian Ryerson,NOR,"DF,MF",Dortmund,Bundesliga,0.0,1997.0,2.6,195,230,84.8,3302,963,2,1.0,1.0,6,22,8,3,24,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1751,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,0.0,1992.0,6.0,110,200,55.0,3678,2831,0,0.0,0.0,0,8,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1752,Alexander Røssing-Lelesiit,NOR,"FW,MF",Hamburger SV,Bundesliga,0.0,2007.0,2.2,31,37,83.8,504,111,0,0.2,-0.2,1,0,1,1,1,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1753,José Sá,POR,GK,Wolves,Premier League,0.0,1993.0,4.0,89,131,67.9,2683,2098,0,0.1,-0.1,1,3,1,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1754,Elias Saad,TUN,"MF,FW",Augsburg,Bundesliga,0.0,1999.0,3.6,59,85,69.4,756,147,0,0.2,-0.2,3,0,1,0,5,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1755,Stefano Sabelli,ITA,DF,Genoa,Serie A,0.0,1993.0,1.5,32,56,57.1,599,293,0,0.0,0.0,0,4,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1756,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,0.0,1994.0,4.8,178,209,85.2,2845,884,1,0.2,0.8,4,23,5,4,32,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1757,Noah Sadiki,COD,MF,Sunderland,Premier League,0.0,2004.0,6.9,223,266,83.8,3426,831,0,0.1,-0.1,3,15,4,2,19,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1758,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,0.0,1997.0,0.2,3,4,75.0,36,12,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1759,Alexis Saelemaekers,BEL,"DF,MF",Milan,Serie A,0.0,1999.0,5.6,230,284,81.0,3644,794,1,0.7,0.3,10,9,7,3,16,0.8,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1760,Emir Sahiti,KVX,FW,Hamburger SV,Bundesliga,0.0,1998.0,1.3,23,33,69.7,366,38,0,0.0,0.0,1,2,1,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1761,Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,0.0,2001.0,1.1,42,60,70.0,603,141,1,0.3,0.7,4,4,4,0,9,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1762,Wesley Saïd,FRA,MF,Lens,Ligue 1,0.0,1995.0,5.4,104,135,77.0,1668,540,2,2.1,-0.1,8,12,7,0,21,1.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1763,Bukayo Saka,ENG,FW,Arsenal,Premier League,0.0,2001.0,3.8,99,134,73.9,1694,352,0,0.8,-0.8,7,0,5,0,6,1.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1764,Mathis Saka,FRA,MF,Toulouse,Ligue 1,0.0,2006.0,0.1,2,5,40.0,38,21,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1765,Álex Sala,ESP,MF,Lecce,Serie A,0.0,2001.0,1.2,32,38,84.2,456,103,0,0.0,0.0,0,4,2,2,4,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1766,Ibrahim Salah,MAR,FW,Rennes,Ligue 1,0.0,2001.0,0.4,22,22,100.0,295,46,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
