rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_distance,free_kicks,penalty_goals,penalty_attempts,expected_goals,non_penalty_xg,npxg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,shot_creating_actions_shot,passes_free_kick,season,table_type,processed_at
25,Tyler Adams,USA,MF,Bournemouth,Premier League,25.0,1999.0,21.8,0,0,2,22.2,0.41,0.09,0.0,0.0,16.9,0,0,0,1.6,1.6,0.18,-1.6,-1.6,9,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
26,Junior Adamu,AUT,FW,Freiburg,Bundesliga,23.0,2001.0,17.2,2,0,11,30.6,2.1,0.64,0.06,0.18,12.4,0,0,0,5.5,5.5,0.16,-3.5,-3.5,36,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
27,Tosin Adarabioyo,ENG,DF,Chelsea,Premier League,26.0,1997.0,15.7,1,0,2,15.4,0.83,0.13,0.08,0.5,12.5,0,0,0,0.9,0.9,0.07,0.1,0.1,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
28,Martin Adeline,FRA,MF,Reims,Ligue 1,20.0,2003.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
29,Karim Adeyemi,GER,"FW,MF",Dortmund,Bundesliga,22.0,2002.0,15.9,7,0,18,39.1,2.89,1.13,0.15,0.39,17.6,0,0,0,5.5,5.5,0.12,1.5,1.5,46,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
30,Simon Adingra,CIV,"FW,MF",Brighton,Premier League,22.0,2002.0,12.2,2,0,8,24.2,2.71,0.66,0.06,0.25,17.0,0,0,0,2.5,2.5,0.07,-0.5,-0.5,33,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
31,Amine Adli,MAR,"MF,FW",Leverkusen,Bundesliga,24.0,2000.0,8.5,2,0,7,35.0,2.35,0.82,0.1,0.29,13.1,0,0,0,2.7,2.7,0.14,-0.7,-0.7,20,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
32,Yacine Adli,FRA,MF,Fiorentina,Serie A,24.0,2000.0,13.7,4,0,5,35.7,1.02,0.36,0.29,0.8,21.3,0,0,0,1.0,1.0,0.07,3.0,3.0,14,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
33,Adrián,ESP,GK,Betis,La Liga,37.0,1987.0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
34,Adryelson,BRA,DF,Lyon,Ligue 1,26.0,1998.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
35,Vasilije Adžić,MNE,"MF,FW",Juventus,Serie A,18.0,2006.0,0.5,0,0,1,100.0,2.14,2.14,0.0,0.0,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
36,Michel Aebischer,SUI,MF,Bologna,Serie A,27.0,1997.0,8.0,0,0,5,50.0,1.24,0.62,0.0,0.0,22.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,10,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
37,Oladapo Afolayan,ENG,"FW,MF",St. Pauli,Bundesliga,26.0,1998.0,18.2,3,0,13,34.2,2.09,0.71,0.08,0.23,20.4,0,0,0,3.1,3.1,0.08,-0.1,-0.1,38,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
38,Emmanuel Agbadou,CIV,DF,Wolves,Premier League,27.0,1997.0,15.7,1,0,2,28.6,0.45,0.13,0.14,0.5,27.6,0,0,0,0.8,0.8,0.12,0.2,0.2,7,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
39,Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,27.0,1997.0,14.0,0,0,3,20.0,1.07,0.21,0.0,0.0,28.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,15,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
40,Asher Agbinone,ENG,MF,Crystal Palace,Premier League,18.0,2005.0,0.1,0,0,0,0.0,15.0,0.0,0.0,0.0,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
41,Jeremy Agbonifo,SWE,"FW,MF",Lens,Ligue 1,18.0,2005.0,3.3,1,0,4,66.7,1.8,1.2,0.17,0.25,14.1,0,0,0,0.7,0.7,0.11,0.3,0.3,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
42,Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,23.0,2000.0,13.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
43,Lucien Agoume,FRA,MF,Sevilla,La Liga,22.0,2002.0,23.5,1,0,2,20.0,0.43,0.09,0.1,0.5,15.0,0,0,0,0.9,0.9,0.09,0.1,0.1,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
44,Felix Agu,NGA,DF,Werder Bremen,Bundesliga,24.0,1999.0,19.5,3,0,4,44.4,0.46,0.21,0.33,0.75,13.3,0,0,0,1.4,1.4,0.15,1.6,1.6,9,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
45,Álvaro Aguado,ESP,MF,Espanyol,La Liga,28.0,1996.0,4.9,0,0,1,10.0,2.03,0.2,0.0,0.0,23.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,10,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
46,Lorenzo Aguado,ESP,DF,Real Madrid,La Liga,21.0,2002.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
47,Nayef Aguerd,MAR,DF,Real Sociedad,La Liga,28.0,1996.0,19.6,0,0,5,33.3,0.77,0.26,0.0,0.0,11.5,0,0,0,2.4,2.4,0.16,-2.4,-2.4,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
48,Ruben Aguilar,FRA,"DF,MF",Lens,Ligue 1,31.0,1993.0,12.5,1,0,3,27.3,0.88,0.24,0.09,0.33,16.0,0,0,0,0.8,0.8,0.07,0.2,0.2,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
49,Naouirou Ahamada,FRA,"MF,FW",Rennes,Ligue 1,22.0,2002.0,0.6,0,0,0,0.0,1.55,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
50,Honest Ahanor,ITA,"DF,MF",Genoa,Serie A,16.0,2008.0,3.0,0,0,1,33.3,1.0,0.33,0.0,0.0,10.5,0,0,0,0.5,0.5,0.17,-0.5,-0.5,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
51,Erik Ahlstrand,SWE,"FW,MF",St. Pauli,Bundesliga,22.0,2001.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
52,Jean-Eudes Aholou,CIV,MF,Angers,Ligue 1,30.0,1994.0,21.8,2,0,7,25.9,1.24,0.32,0.07,0.29,18.2,0,0,0,1.8,1.8,0.07,0.2,0.2,27,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
53,Joseph Aidoo,GHA,DF,Valladolid,La Liga,28.0,1995.0,6.5,0,0,0,0.0,0.15,0.0,0.0,0.0,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
54,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,28.0,1995.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
55,Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue 1,19.0,2005.0,1.4,0,0,1,33.3,2.13,0.71,0.0,0.0,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
56,Ola Aina,NGA,DF,Nott'ham Forest,Premier League,27.0,1996.0,33.3,2,0,2,18.2,0.33,0.06,0.18,1.0,26.1,0,0,0,0.6,0.6,0.06,1.4,1.4,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
57,Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23.0,2001.0,34.5,4,0,10,27.8,1.04,0.29,0.11,0.4,14.9,0,0,0,2.7,2.7,0.08,1.3,1.3,36,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
58,Junior Ajayi,CIV,FW,Hellas Verona,Serie A,19.0,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
59,Kristoffer Ajer,NOR,DF,Brentford,Premier League,26.0,1998.0,16.0,0,0,3,33.3,0.56,0.19,0.0,0.0,9.5,0,0,0,1.0,1.0,0.11,-1.0,-1.0,9,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
60,Ludovic Ajorque,FRA,FW,Brest,Ligue 1,30.0,1994.0,27.7,13,0,25,47.2,1.91,0.9,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,2.6,3.4,53,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
61,Manuel Akanji,SUI,DF,Manchester City,Premier League,29.0,1995.0,22.4,0,0,2,13.3,0.67,0.09,0.0,0.0,14.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
62,Ümit Akdag,ROU,DF,Toulouse,Ligue 1,20.0,2003.0,5.6,0,0,0,0.0,0.36,0.0,0.0,0.0,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
63,Nathan Aké,NED,DF,Manchester City,Premier League,29.0,1995.0,7.5,0,0,0,0.0,0.4,0.0,0.0,0.0,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
64,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,20.0,2004.0,6.5,1,0,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,0.4,0.4,17,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
65,Sergio Akieme,ESP,DF,Reims,Ligue 1,26.0,1997.0,28.0,2,0,7,26.9,0.93,0.25,0.08,0.29,20.1,0,0,0,1.5,1.5,0.06,0.5,0.5,26,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
66,Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue 1,22.0,2002.0,26.7,5,0,17,27.9,2.28,0.64,0.07,0.24,16.0,0,1,1,9.2,8.4,0.14,-4.2,-4.4,61,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
67,Paul Akouokou,CIV,MF,Lyon,Ligue 1,26.0,1997.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
68,Clément Akpa,CIV,DF,Auxerre,Ligue 1,22.0,2001.0,27.6,0,0,1,16.7,0.22,0.04,0.0,0.0,15.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
69,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,31.0,1992.0,10.7,0,0,2,50.0,0.37,0.19,0.0,0.0,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
70,David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,22.0,2002.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
71,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,29.0,1995.0,24.7,0,0,1,20.0,0.2,0.04,0.0,0.0,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
72,Chuba Akpom,ENG,FW,Lille,Ligue 1,28.0,1995.0,7.1,3,0,9,50.0,2.54,1.27,0.11,0.22,13.2,0,1,2,5.0,3.4,0.19,-2.0,-1.4,18,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
73,David Alaba,AUT,DF,Real Madrid,La Liga,32.0,1992.0,3.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
74,Ibrahim Alani,NGA,MF,Valladolid,La Liga,18.0,2006.0,1.8,0,0,0,0.0,0.56,0.0,0.0,0.0,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
75,Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34.0,1990.0,0.7,1,0,1,33.3,4.35,1.45,0.33,1.0,11.9,0,0,0,0.6,0.6,0.2,0.4,0.4,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
76,Raúl Albiol,ESP,DF,Villarreal,La Liga,38.0,1985.0,13.2,0,0,0,0.0,0.15,0.0,0.0,0.0,9.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
77,Carlos Alcaraz,ARG,MF,Southampton,Premier League,21.0,2002.0,0.1,0,0,1,100.0,9.0,9.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
78,Carlos Alcaraz,ARG,"FW,MF",Everton,Premier League,21.0,2002.0,8.5,2,0,11,42.3,3.06,1.3,0.08,0.18,20.3,0,0,0,1.7,1.7,0.07,0.3,0.3,26,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
79,Omar Alderete,PAR,DF,Getafe,La Liga,27.0,1996.0,33.0,1,0,10,26.3,1.15,0.3,0.03,0.1,21.9,0,0,0,1.7,1.7,0.04,-0.7,-0.7,38,7,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
80,Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,26.0,1998.0,5.0,0,0,1,20.0,1.0,0.2,0.0,0.0,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
81,Carles Aleñá,ESP,"MF,FW",Alavés,La Liga,26.0,1998.0,12.1,0,0,4,26.7,1.24,0.33,0.0,0.0,19.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
82,Ben Alexander Voll,GER,GK,St. Pauli,Bundesliga,23.0,2000.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
83,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,25.0,1998.0,26.3,3,0,8,17.8,1.71,0.3,0.07,0.38,23.6,0,0,0,1.9,1.9,0.04,1.1,1.1,45,3,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
84,Alfon,ESP,"FW,MF",Celta Vigo,La Liga,25.0,1999.0,15.2,5,0,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.1,0.4,0.4,46,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
85,Mohamed Ali Cho,FRA,"FW,MF",Nice,Ligue 1,20.0,2004.0,18.0,3,0,15,41.7,2.0,0.83,0.08,0.2,17.7,0,0,0,4.0,4.0,0.11,-1.0,-1.0,36,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
86,Faride Alidou,GER,"FW,MF",Hellas Verona,Serie A,23.0,2001.0,0.8,0,0,0,0.0,1.27,0.0,0.0,0.0,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
87,Alisson,BRA,GK,Liverpool,Premier League,31.0,1992.0,27.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
88,Tadeo Allende,ARG,FW,Celta Vigo,La Liga,25.0,1999.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
89,Jim Allevinah,GAB,FW,Angers,Ligue 1,29.0,1995.0,19.4,1,0,10,28.6,1.8,0.51,0.03,0.1,14.5,0,0,0,4.2,4.2,0.12,-3.2,-3.2,35,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
90,Dele Alli,ENG,MF,Como,Serie A,28.0,1996.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
91,Thiago Almada,ARG,"MF,FW",Lyon,Ligue 1,23.0,2001.0,10.6,1,0,5,21.7,2.18,0.47,0.04,0.2,20.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0,23,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
92,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,La Liga,24.0,2000.0,22.0,0,0,5,27.8,0.82,0.23,0.0,0.0,24.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2,18,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
93,Iker Almena,ESP,"FW,DF",Girona,La Liga,20.0,2004.0,0.5,0,0,0,0.0,1.87,0.0,0.0,0.0,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
94,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,30.0,1994.0,1.7,0,0,2,33.3,3.44,1.15,0.0,0.0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
95,Pontus Almqvist,SWE,"FW,MF",Parma,Serie A,25.0,1999.0,12.4,1,0,9,34.6,2.1,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1,26,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
96,Marcos Alonso,ESP,DF,Celta Vigo,La Liga,33.0,1990.0,29.4,3,0,10,32.3,1.05,0.34,0.0,0.0,20.3,0,3,3,4.0,1.6,0.05,-1.0,-1.6,31,7,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
97,Giorgio Altare,ITA,DF,Venezia,Serie A,25.0,1998.0,8.4,0,0,1,33.3,0.36,0.12,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
98,Adrià Altimira,ESP,"DF,FW",Leganés,La Liga,23.0,2001.0,18.1,0,0,2,28.6,0.39,0.11,0.0,0.0,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
99,Sergi Altimira,ESP,MF,Betis,La Liga,22.0,2001.0,21.9,0,0,4,19.0,0.96,0.18,0.0,0.0,21.2,0,0,0,1.7,1.6,0.08,-1.7,-1.6,21,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
100,Olabade Aluko,None,DF,Leicester City,Premier League,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
101,Edson Álvarez,MEX,MF,West Ham,Premier League,26.0,1997.0,19.7,0,0,1,8.3,0.61,0.05,0.0,0.0,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
102,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,21.0,2003.0,17.5,4,0,9,36.0,1.43,0.52,0.16,0.44,16.2,0,0,0,2.5,2.5,0.1,1.5,1.5,25,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
103,Julián Álvarez,ARG,FW,Atlético Madrid,La Liga,24.0,2000.0,27.9,17,0,36,51.4,2.51,1.29,0.19,0.36,18.3,0,4,4,14.1,11.0,0.16,2.9,2.0,70,5,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
104,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,29.0,1995.0,19.8,1,0,2,22.2,0.45,0.1,0.11,0.5,15.5,0,0,0,0.5,0.5,0.05,0.5,0.5,9,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
105,Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,22.0,2002.0,2.6,0,0,0,0.0,0.38,0.0,0.0,0.0,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
106,Will Alves,ENG,FW,Leicester City,Premier League,19.0,2005.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
107,Selim Amallah,MAR,MF,Valladolid,La Liga,27.0,1996.0,15.3,3,0,7,33.3,1.37,0.46,0.1,0.29,22.9,0,1,1,3.5,2.7,0.13,-0.5,-0.7,21,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
108,Harry Amass,ENG,DF,Manchester Utd,Premier League,17.0,2007.0,3.8,0,0,0,0.0,0.78,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
109,Amath,SEN,"FW,DF",Valladolid,La Liga,28.0,1996.0,4.2,0,0,1,20.0,1.2,0.24,0.0,0.0,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
110,Jordan Amavi,FRA,DF,Brest,Ligue 1,30.0,1994.0,8.8,0,0,3,37.5,0.91,0.34,0.0,0.0,25.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,8,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
111,Aurele Amenda,SUI,DF,Eint Frankfurt,Bundesliga,21.0,2003.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
112,Kelvin Amian,FRA,DF,Nantes,Ligue 1,26.0,1998.0,24.1,1,0,4,57.1,0.29,0.17,0.14,0.25,14.9,0,0,0,1.0,1.0,0.14,0.0,0.0,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
113,Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,28.0,1996.0,27.1,1,0,4,30.8,0.48,0.15,0.08,0.25,18.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,13,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
114,Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,27.0,1996.0,27.5,7,0,24,40.0,2.18,0.87,0.08,0.21,24.7,0,2,2,5.5,3.9,0.07,1.5,1.1,60,10,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
115,Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,Premier League,18.0,2006.0,0.3,0,0,0,0.0,3.21,0.0,0.0,0.0,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
116,Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,Ligue 1,18.0,2006.0,3.6,2,0,7,77.8,2.53,1.97,0.22,0.29,17.0,0,0,0,0.7,0.7,0.08,1.3,1.3,9,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
117,Mathis Amougou,FRA,MF,Chelsea,Premier League,18.0,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
118,Mathis Amougou,FRA,MF,Saint-Étienne,Ligue 1,18.0,2006.0,9.5,0,0,1,14.3,0.73,0.1,0.0,0.0,18.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
119,Mohamed Amoura,ALG,FW,Wolfsburg,Bundesliga,24.0,2000.0,27.4,10,0,25,34.2,2.66,0.91,0.11,0.32,16.8,0,2,2,8.7,7.2,0.1,1.3,0.8,73,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
120,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,27.0,1996.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
121,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,28.0,1996.0,1.0,0,0,1,100.0,1.0,1.0,0.0,0.0,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
122,Joachim Andersen,DEN,DF,Fulham,Premier League,28.0,1996.0,28.7,0,0,4,21.1,0.66,0.14,0.0,0.0,15.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0,19,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
123,Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,21.0,2002.0,30.3,2,0,7,17.5,1.32,0.23,0.05,0.29,18.8,0,0,0,2.1,2.1,0.05,-0.1,-0.1,40,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
124,André,BRA,MF,Wolves,Premier League,23.0,2001.0,27.5,0,0,1,10.0,0.36,0.04,0.0,0.0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
125,Benjamin André,FRA,MF,Lille,Ligue 1,33.0,1990.0,29.9,0,0,4,25.0,0.53,0.13,0.0,0.0,15.6,0,0,0,1.4,1.4,0.09,-1.4,-1.4,16,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
126,Marcos André,BRA,FW,Valladolid,La Liga,27.0,1996.0,13.2,1,0,2,9.1,1.67,0.15,0.05,0.5,14.0,0,0,0,2.7,2.7,0.12,-1.7,-1.7,22,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
