Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
132,Jhon Arias,co COL,FW,Wolves,eng Premier League,28-024,1997,7,359,51,57.0,4.0,4,74,1,3,21,0,0.29,3,6,-3,-0.75,+1.24,3.4,4.7,-1.3,-0.32,Matches
133,Harrison Armstrong,eng ENG,FW,Everton,eng Premier League,18-269,2007,1,1,1,0.2,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,-0.29,0.0,0.0,0.0,0.00,Matches
134,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-188,2003,6,477,80,75.7,5.3,6,80,3,0,,0,1.33,11,9,+2,+0.38,-0.80,10.7,8.0,+2.6,+0.50,Matches
135,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31-141,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,8,10,-2,-0.33,,9.5,9.5,0.0,0.00,Matches
136,Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,24-326,2000,4,163,41,25.9,1.8,2,78,1,2,4,0,0.50,1,5,-4,-2.21,-1.24,2.2,1.9,+0.3,+0.15,Matches
137,Kervin Arriaga,hn HON,MF,Levante,es La Liga,27-283,1998,5,202,40,28.1,2.2,2,76,1,3,17,0,1.60,4,2,+2,+0.89,+1.41,4.1,3.5,+0.6,+0.29,Matches
138,Kepa Arrizabalaga,es ESP,GK,Arsenal,eng Premier League,31-012,1994,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
139,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-212,2003,2,90,45,16.7,1.0,1,45,0,1,45,2,1.50,2,1,+1,+1.00,+0.40,2.5,0.4,+2.1,+2.09,Matches
140,Benjamin Arthur,eng ENG,DF,Brentford,eng Premier League,20-006,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
141,Takuma Asano,jp JPN,FW,Mallorca,es La Liga,30-339,1994,5,251,50,34.9,2.8,4,62,0,1,4,2,1.00,1,3,-2,-0.72,+0.05,1.1,3.5,-2.4,-0.87,Matches
142,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-244,2003,4,248,62,34.4,2.8,2,90,2,2,34,4,2.25,6,4,+2,+0.73,-0.80,5.3,4.6,+0.7,+0.24,Matches
143,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23-068,2002,6,456,76,84.4,5.1,6,76,1,0,,0,1.17,6,10,-4,-0.79,-1.86,6.0,8.1,-2.2,-0.42,Matches
144,Kristjan Asllani,al ALB,MF,Torino,it Serie A,23-220,2002,5,409,82,75.7,4.5,5,82,2,0,,0,1.00,5,7,-2,-0.44,+3.68,5.1,6.4,-1.3,-0.29,Matches
145,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,38-075,1987,7,355,51,49.3,3.9,4,73,1,3,22,1,0.71,2,4,-2,-0.51,-0.26,4.5,3.2,+1.3,+0.32,Matches
146,Yaser Asprilla,co COL,FW,Girona,es La Liga,21-330,2003,8,402,50,55.8,4.5,5,70,2,3,17,0,0.75,3,8,-5,-1.12,+0.86,4.1,8.7,-4.6,-1.04,Matches
147,Lorenz Assignon,tg TOG,DF,Stuttgart,de Bundesliga,25-115,2000,4,199,50,36.9,2.2,2,90,2,2,10,1,2.25,4,1,+3,+1.36,+1.62,3.3,2.5,+0.8,+0.37,Matches
148,Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,20-181,2005,7,190,27,30.2,2.1,2,78,0,5,7,0,0.86,3,2,+1,+0.47,+1.09,2.1,3.8,-1.7,-0.79,Matches
149,Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,23-177,2002,5,443,89,70.3,4.9,5,89,4,0,,0,2.00,10,9,+1,+0.20,+1.17,8.6,8.1,+0.5,+0.10,Matches
150,Zachary Athekame,ch SUI,DF,Milan,it Serie A,20-306,2004,2,32,16,5.9,0.4,0,,0,2,16,4,3.00,0,0,0,0.00,-1.06,0.1,0.8,-0.7,-2.00,Matches
151,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22-274,2003,6,519,87,96.1,5.8,6,87,4,0,,0,1.33,6,8,-2,-0.35,+3.94,7.3,5.9,+1.4,+0.24,Matches
152,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23-143,2002,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,9,9,0,0.00,,9.2,8.0,+1.2,+0.19,Matches
153,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36-119,1989,5,248,50,39.4,2.8,2,79,0,3,30,2,1.80,5,3,+2,+0.73,-1.16,4.2,4.4,-0.1,-0.05,Matches
154,Emil Audero,id IDN,GK,Cremonese,it Serie A,28-270,1997,4,360,90,66.7,4.0,4,90,4,0,,1,2.00,5,3,+2,+0.50,+2.00,3.3,5.4,-2.1,-0.53,Matches
155,Carlos Augusto,br BRA,DF,Inter,it Serie A,26-281,1999,6,261,44,48.3,2.9,3,66,1,3,21,0,2.00,5,4,+1,+0.34,-2.24,4.7,2.1,+2.6,+0.89,Matches
156,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-320,2000,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,2,-1,-1.00,-3.00,1.8,1.1,+0.7,+0.68,Matches
157,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21-234,2004,6,486,81,90.0,5.4,6,81,3,0,,0,1.17,9,11,-2,-0.37,+1.30,7.9,9.0,-1.1,-0.21,Matches
158,Ezequiel Ávila,ar ARG,"FW,MF",Betis,es La Liga,31-251,1994,3,43,14,6.0,0.5,0,,0,3,14,4,1.25,3,2,+1,+2.09,+1.56,0.5,0.6,-0.1,-0.19,Matches
159,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20-304,2004,7,552,79,87.6,6.1,6,87,4,1,29,0,1.00,9,9,0,0.00,+8.08,9.1,7.4,+1.7,+0.28,Matches
160,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28-287,1997,7,630,90,100.0,7.0,7,90,7,0,,0,0.86,5,7,-2,-0.29,,5.3,10.5,-5.2,-0.74,Matches
161,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,28-064,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
162,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22-009,2003,7,544,78,86.3,6.0,5,85,4,2,59,0,1.29,10,9,+1,+0.17,+1.21,10.2,7.1,+3.2,+0.52,Matches
163,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24-105,2001,5,96,19,17.8,1.1,1,45,0,4,13,1,2.40,0,0,0,0.00,-1.01,1.8,1.2,+0.6,+0.54,Matches
164,Adam Aznou,ma MAR,DF,Everton,eng Premier League,19-135,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
165,Ivan Azón,es ESP,FW,Como,it Serie A,22-295,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
166,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-048,1989,5,450,90,62.5,5.0,5,90,5,0,,0,2.00,10,6,+4,+0.80,+0.80,5.2,7.9,-2.8,-0.55,Matches
167,Oussama El Azzouzi,ma MAR,DF,Auxerre,fr Ligue 1,24-139,2001,1,19,19,3.0,0.2,0,,0,1,19,0,0.00,0,0,0,0.00,+0.74,0.0,0.0,0.0,+0.11,Matches
168,Papa Ba,es ESP,FW,Girona,es La Liga,21-033,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
169,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21-182,2004,4,360,90,66.7,4.0,4,90,4,0,,0,1.00,8,10,-2,-0.50,+1.00,6.4,8.7,-2.3,-0.56,Matches
170,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25-187,2000,5,351,70,65.0,3.9,4,83,3,1,19,0,2.20,7,4,+3,+0.77,+0.29,6.8,4.2,+2.6,+0.66,Matches
171,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-203,2001,2,66,33,10.5,0.7,1,54,0,1,12,0,1.50,1,2,-1,-1.36,-2.16,0.5,2.2,-1.6,-2.19,Matches
172,Alex Baena,es ESP,MF,Atlético Madrid,es La Liga,24-087,2001,3,83,28,11.5,0.9,1,67,0,2,8,1,1.33,2,0,+2,+2.17,+1.74,1.3,0.6,+0.8,+0.82,Matches
173,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21-198,2004,6,495,83,78.6,5.5,5,90,5,1,45,1,1.67,8,4,+4,+0.73,+0.73,10.2,7.5,+2.7,+0.49,Matches
174,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,31-186,1994,2,180,90,25.0,2.0,2,90,2,0,,5,0.00,1,5,-4,-2.00,-1.00,2.2,3.9,-1.6,-0.82,Matches
175,Theo Bair,ca CAN,"MF,FW",Auxerre,fr Ligue 1,26-049,1999,2,10,5,1.6,0.1,0,,0,2,5,1,1.50,0,0,0,0.00,+0.73,0.0,0.4,-0.4,-3.82,Matches
176,Stefan Bajic,fr FRA,GK,Strasbourg,fr Ligue 1,23-296,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
177,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-187,1991,6,56,9,7.8,0.6,0,,0,6,9,2,1.50,1,1,0,0.00,-0.68,0.7,1.9,-1.2,-1.95,Matches
178,Johan Bakayoko,be BEL,FW,RB Leipzig,de Bundesliga,22-178,2003,6,455,76,84.3,5.1,6,76,0,0,,0,2.17,7,6,+1,+0.20,+1.26,9.8,8.1,+1.7,+0.35,Matches
179,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,17-319,2007,3,11,4,1.7,0.1,0,,0,3,4,0,1.00,1,2,-1,-8.18,-9.78,0.1,1.9,-1.7,-14.15,Matches
180,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27-190,1998,6,528,88,97.8,5.9,6,88,4,0,,0,2.17,8,8,0,0.00,0.00,10.9,9.1,+1.8,+0.30,Matches
181,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,eng Premier League,23-050,2002,4,174,44,27.6,1.9,2,65,0,2,23,0,0.25,1,4,-3,-1.55,-0.76,1.5,3.2,-1.7,-0.88,Matches
182,Dilane Bakwa,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23-050,2002,3,107,36,17.0,1.2,0,,0,3,36,0,2.00,4,2,+2,+1.68,+0.82,3.2,1.1,+2.1,+1.77,Matches
183,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,22-206,2003,3,121,40,22.4,1.3,1,58,0,2,32,3,2.00,2,2,0,0.00,-1.07,2.3,0.9,+1.4,+1.04,Matches
184,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-362,2003,4,264,66,36.7,2.9,3,73,0,1,45,0,1.75,5,5,0,0.00,-2.57,6.1,4.3,+1.8,+0.61,Matches
185,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20-087,2005,3,55,18,10.2,0.6,0,,0,3,18,1,2.00,0,1,-1,-1.64,-1.45,0.5,1.4,-0.9,-1.53,Matches
186,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-285,2004,7,353,50,56.0,3.9,6,55,0,1,24,0,1.29,3,5,-2,-0.51,-1.16,4.0,5.7,-1.7,-0.42,Matches
187,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-262,1999,6,477,80,75.7,5.3,5,90,5,1,27,1,2.00,10,5,+5,+0.94,-2.00,8.9,7.0,+1.9,+0.37,Matches
188,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-023,1999,5,222,44,35.2,2.5,2,49,1,3,41,0,1.40,4,1,+3,+1.22,+1.66,3.1,2.2,+0.9,+0.36,Matches
189,Carlos Ballestero,es ESP,DF,Alavés,es La Liga,21-174,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
190,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-287,1992,2,113,57,15.7,1.3,1,90,1,1,23,6,0.50,2,3,-1,-0.80,-0.65,2.2,3.6,-1.4,-1.11,Matches
191,Fodé Ballo-Touré,sn SEN,DF,Metz,fr Ligue 1,28-285,1997,2,152,76,24.1,1.7,2,76,0,0,,0,0.00,2,5,-3,-1.78,-0.27,2.2,5.2,-3.0,-1.77,Matches
192,Botond Balogh,hu HUN,DF,Parma,it Serie A,23-131,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
193,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-104,2001,5,331,66,52.5,3.7,3,80,1,2,45,1,1.40,6,5,+1,+0.27,-0.63,6.7,6.1,+0.5,+0.15,Matches
194,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-173,1990,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
195,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-093,2006,4,124,31,19.7,1.4,2,55,0,2,8,1,3.00,3,2,+1,+0.73,+0.19,3.0,1.9,+1.1,+0.78,Matches
196,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,23-309,2001,7,332,47,52.7,3.7,4,61,0,3,29,0,1.00,4,10,-6,-1.63,-1.32,4.6,6.0,-1.3,-0.36,Matches
197,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-259,2001,3,95,32,17.6,1.1,1,58,0,2,19,3,1.67,1,0,+1,+0.95,+2.16,0.8,1.0,-0.2,-0.18,Matches
198,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-318,2006,3,116,39,21.5,1.3,1,83,0,2,17,3,1.00,4,1,+3,+2.33,+3.39,2.4,2.0,+0.4,+0.27,Matches
199,Scott Banks,sct SCO,MF,St. Pauli,de Bundesliga,24-019,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
200,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-241,2005,6,231,39,42.8,2.6,1,66,0,5,33,0,2.17,2,2,0,0.00,0.00,4.3,4.3,+0.1,+0.02,Matches
201,Tommaso Barbieri,it ITA,DF,Cremonese,it Serie A,23-050,2002,1,17,17,3.1,0.2,0,,0,1,17,2,0.00,1,0,+1,+5.29,+5.64,0.6,0.4,+0.2,+0.89,Matches
202,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,21-084,2004,7,565,81,89.7,6.3,6,86,4,1,50,0,2.14,14,6,+8,+1.27,+2.66,12.8,6.6,+6.3,+1.00,Matches
203,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-043,2002,6,403,67,64.0,4.5,5,72,1,1,45,0,2.67,10,1,+9,+2.01,+2.41,7.6,3.5,+4.1,+0.91,Matches
204,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,24-343,2000,7,585,84,92.9,6.5,6,90,6,1,45,0,1.14,8,12,-4,-0.62,-2.62,8.7,11.9,-3.2,-0.50,Matches
205,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,19-334,2005,4,139,35,19.3,1.5,2,51,0,2,19,1,2.25,2,3,-1,-0.65,-2.82,3.6,1.4,+2.2,+1.40,Matches
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-250,1997,6,478,80,88.5,5.3,6,80,3,0,,0,2.00,14,6,+8,+1.51,+0.05,10.3,4.1,+6.2,+1.17,Matches
207,Téo Barisic,hr CRO,DF,Lyon,fr Ligue 1,21-015,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
208,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,28-197,1997,5,30,6,4.2,0.3,0,,0,5,6,3,0.80,1,1,0,0.00,+0.13,1.1,1.0,+0.1,+0.38,Matches
209,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-314,1993,1,7,7,1.1,0.1,0,,0,1,7,0,3.00,0,0,0,0.00,+0.14,0.2,0.0,+0.2,+2.61,Matches
210,Ashley Barnes,eng ENG,"FW,MF",Burnley,eng Premier League,35-350,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
211,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,27-310,1997,7,317,45,50.3,3.5,3,81,0,4,19,0,1.29,3,3,0,0.00,-0.29,5.8,1.5,+4.3,+1.22,Matches
212,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-292,2001,8,649,81,90.1,7.2,8,81,3,0,,0,0.63,7,10,-3,-0.42,+2.12,9.8,10.2,-0.5,-0.06,Matches
213,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-122,2003,8,652,82,90.6,7.2,7,87,6,1,45,0,1.63,13,9,+4,+0.55,-0.77,12.2,8.0,+4.2,+0.57,Matches
214,Mahamoud Barry,ml MLI,FW,Villarreal,es La Liga,19-126,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
215,Thierno Barry,fr FRA,FW,Everton,eng Premier League,22-359,2002,7,211,30,33.5,2.3,2,54,0,5,21,0,1.57,3,2,+1,+0.43,+0.21,2.5,3.3,-0.8,-0.32,Matches
216,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-290,2005,2,122,61,22.6,1.4,1,90,1,1,32,4,2.00,0,1,-1,-0.74,-2.24,1.8,2.6,-0.9,-0.64,Matches
217,Jannis Bärtl,de GER,GK,Bayern Munich,de Bundesliga,19-113,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
218,Marc Bartra,es ESP,DF,Betis,es La Liga,34-273,1991,5,405,81,56.3,4.5,4,90,4,1,45,0,1.60,6,4,+2,+0.44,-0.41,6.4,3.9,+2.4,+0.54,Matches
219,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-025,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,7,8,-1,-0.17,,4.3,10.3,-6.0,-0.99,Matches
220,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28-324,1996,2,149,75,27.6,1.7,2,75,0,0,,2,2.00,5,1,+4,+2.42,+2.65,1.5,2.7,-1.1,-0.67,Matches
221,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-288,1999,7,630,90,100.0,7.0,7,90,7,0,,0,1.14,8,11,-3,-0.43,,7.3,8.9,-1.7,-0.24,Matches
222,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-185,1999,5,415,83,76.9,4.6,5,83,3,0,,1,1.80,15,6,+9,+1.95,+1.95,9.6,2.9,+6.7,+1.46,Matches
223,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-168,1996,8,720,90,100.0,8.0,8,90,8,0,,0,1.00,8,10,-2,-0.25,,12.0,11.2,+0.7,+0.09,Matches
224,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-013,1993,3,50,17,9.3,0.6,0,,0,3,17,3,1.00,2,2,0,0.00,-0.18,1.2,1.3,-0.1,-0.24,Matches
225,Martin Baturina,hr CRO,"FW,MF",Como,it Serie A,22-241,2003,3,84,28,15.6,0.9,1,68,0,2,8,3,0.67,1,2,-1,-1.07,-1.66,1.6,1.9,-0.3,-0.27,Matches
226,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,34-276,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
227,Elias Baum,de GER,DF,Eint Frankfurt,de Bundesliga,19-354,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
228,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-135,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,9,12,-3,-0.50,,9.0,10.2,-1.2,-0.20,Matches
229,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-075,1999,6,463,77,85.7,5.1,5,88,1,1,22,0,2.17,8,4,+4,+0.78,+5.45,10.2,7.9,+2.3,+0.45,Matches
230,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-258,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
231,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-184,1998,6,540,90,85.7,6.0,6,90,6,0,,1,1.17,7,11,-4,-0.67,-2.67,11.8,9.2,+2.6,+0.43,Matches
232,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-278,1997,3,106,35,19.6,1.2,1,62,0,2,22,0,1.67,2,2,0,0.00,+0.62,2.2,1.7,+0.5,+0.46,Matches
233,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-175,1994,3,46,15,8.5,0.5,0,,0,3,15,1,0.33,1,1,0,0.00,+0.55,1.1,1.1,0.0,-0.10,Matches
234,Samu Becerra,es ESP,"DF,MF",Rayo Vallecano,es La Liga,19-287,2006,3,12,4,1.7,0.1,0,,0,3,4,4,0.33,0,0,0,0.00,+0.25,0.8,0.1,+0.7,+5.11,Matches
235,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,28-128,1997,5,141,28,26.1,1.6,1,45,0,4,24,0,0.60,1,6,-5,-3.19,-2.74,2.1,4.6,-2.6,-1.63,Matches
236,Sheraldo Becker,sr SUR,MF,Osasuna,es La Liga,30-248,1995,3,78,26,10.8,0.9,0,,0,3,26,2,0.33,0,2,-2,-2.31,-2.45,1.2,1.4,-0.2,-0.25,Matches
237,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-180,1997,2,41,21,5.7,0.5,1,32,0,1,9,1,1.00,1,1,0,0.00,+1.59,0.9,1.1,-0.2,-0.43,Matches
238,Tjaš Begić,si SVN,MF,Parma,it Serie A,22-107,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
239,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,22-363,2002,5,379,76,70.2,4.2,5,76,0,0,,1,2.60,8,1,+7,+1.66,+1.10,7.3,3.4,+3.9,+0.92,Matches
240,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,21-107,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
241,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20-329,2004,3,109,36,15.1,1.2,1,90,1,2,10,5,3.00,2,0,+2,+1.65,+2.24,1.4,0.8,+0.7,+0.54,Matches
242,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-136,2004,4,154,39,28.5,1.7,0,,0,4,39,1,1.00,2,4,-2,-1.17,-2.33,3.3,2.6,+0.8,+0.44,Matches
243,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,it Serie A,23-130,2002,6,387,65,71.7,4.3,4,87,3,2,20,0,0.50,2,5,-3,-0.70,+1.66,5.3,4.6,+0.7,+0.16,Matches
244,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-260,1994,7,621,89,98.6,6.9,7,89,6,0,,0,0.71,3,11,-8,-1.16,-1.16,6.5,13.7,-7.2,-1.04,Matches
245,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-243,2002,7,599,86,95.1,6.7,7,86,3,0,,0,0.71,3,11,-8,-1.20,-1.20,5.6,13.0,-7.4,-1.11,Matches
246,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-052,1991,6,177,30,32.8,2.0,2,30,0,4,30,0,0.67,2,3,-1,-0.51,+0.48,3.2,2.9,+0.3,+0.15,Matches
247,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-308,2001,3,73,24,13.5,0.8,0,,0,3,24,2,0.33,0,1,-1,-1.23,-0.08,0.8,2.5,-1.8,-2.20,Matches
248,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-151,2000,5,441,88,81.7,4.9,4,90,4,1,81,0,1.80,10,4,+6,+1.22,+1.22,7.1,4.5,+2.7,+0.54,Matches
249,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-110,1998,7,255,36,40.5,2.8,3,54,0,4,23,0,0.29,2,9,-7,-2.47,-1.99,2.3,4.1,-1.8,-0.62,Matches
250,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-210,1995,8,619,77,86.0,6.9,7,88,6,1,3,0,1.88,13,6,+7,+1.02,+2.80,10.7,7.1,+3.7,+0.53,Matches
251,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-022,2005,6,189,32,35.0,2.1,2,58,0,4,19,0,2.33,3,0,+3,+1.43,+0.15,4.7,1.7,+3.0,+1.41,Matches
252,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-108,2003,4,118,30,16.4,1.3,1,69,0,3,16,0,2.25,4,5,-1,-0.76,-2.41,3.5,2.2,+1.3,+1.02,Matches
253,Jeanuël Belocian,fr FRA,MF,Leverkusen,de Bundesliga,20-240,2005,1,2,2,0.4,0.0,0,,0,1,2,2,3.00,0,0,0,0.00,-0.67,0.3,0.1,+0.2,+10.72,Matches
254,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-299,1993,3,188,63,34.8,2.1,3,63,0,0,,0,2.00,3,2,+1,+0.48,+0.73,3.0,3.2,-0.3,-0.12,Matches
255,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-254,1999,4,218,55,30.3,2.4,3,67,1,1,18,4,0.75,1,4,-3,-1.24,-1.24,2.3,2.0,+0.3,+0.13,Matches
256,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-200,2001,5,172,34,23.9,1.9,1,71,0,4,25,0,0.80,4,6,-2,-1.05,-0.72,3.5,3.7,-0.2,-0.11,Matches
257,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-241,2005,2,45,23,7.1,0.5,0,,0,2,23,0,1.50,1,2,-1,-2.00,-2.77,1.5,2.0,-0.5,-1.10,Matches
258,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-241,2005,2,130,65,24.1,1.4,2,65,0,0,,2,2.00,2,1,+1,+0.69,+0.03,1.8,1.1,+0.7,+0.48,Matches
259,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-199,1998,1,10,10,1.4,0.1,0,,0,1,10,6,1.00,0,0,0,0.00,-0.13,0.0,0.0,0.0,-0.08,Matches
260,Adrian Benedyczak,pl POL,"MF,DF",Parma,it Serie A,24-325,2000,3,68,23,12.6,0.8,0,,0,3,23,3,1.00,1,1,0,0.00,+0.76,0.8,0.9,-0.2,-0.21,Matches
261,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,22-331,2002,6,342,57,54.3,3.8,4,68,0,2,35,1,0.83,3,3,0,0.00,+0.62,3.1,5.2,-2.0,-0.54,Matches
262,Walter Benítez,ar ARG,GK,Crystal Palace,eng Premier League,32-269,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
263,Iker Benito,es ESP,"FW,DF",Osasuna,es La Liga,23-066,2002,3,98,33,13.6,1.1,1,71,0,2,14,3,1.33,2,0,+2,+1.84,+2.27,2.1,1.2,+0.9,+0.81,Matches
264,Jorge Benito,es ESP,GK,Getafe,es La Liga,19-287,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
265,Precious Benjamin,ng NGA,FW,Hoffenheim,de Bundesliga,19-014,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
266,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-182,1995,6,540,90,100.0,6.0,6,90,6,0,,0,2.33,12,4,+8,+1.33,,10.1,5.1,+5.0,+0.84,Matches
