Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1647,Uroš Radaković,rs SRB,DF,Nantes,fr Ligue 1,31-198,1994,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1648,Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28-140,1997,8.0,223,147,76,21,0,1,0,0,0,0,0,0,183,0,0,Matches
1649,Ugo Raghouber,fr FRA,FW,Lille,fr Ligue 1,22-094,2003,0.0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1650,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,34-007,1991,8.0,378,346,32,20,0,0,3,0,0,0,0,0,331,0,3,Matches
1651,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,29-186,1996,5.7,216,196,20,13,0,2,3,0,0,0,0,0,173,0,2,Matches
1652,Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24-026,2001,6.0,343,255,86,33,0,4,0,0,0,0,0,0,239,2,0,Matches
1653,Largie Ramazani,be BEL,"FW,MF",Valencia,es La Liga,24-230,2001,1.0,35,33,2,1,0,0,4,0,0,0,0,0,24,0,1,Matches
1654,Jacobo Ramón,es ESP,DF,Como,it Serie A,20-282,2005,4.5,282,273,9,7,0,2,0,1,0,0,0,0,258,0,1,Matches
1655,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,24-117,2001,5.3,108,108,0,0,1,0,0,0,0,0,0,0,82,0,5,Matches
1656,Guilherme Ramos,pt POR,DF,Hamburger SV,de Bundesliga,28-065,1997,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
1657,Jacob Ramsey,eng ENG,MF,Newcastle Utd,eng Premier League,24-140,2001,0.7,28,28,0,0,0,0,3,0,0,0,0,0,24,0,1,Matches
1658,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26-175,1999,5.3,283,244,38,19,0,1,6,5,0,0,0,0,232,1,1,Matches
1659,Grant Ranos,am ARM,"FW,MF",Gladbach,de Bundesliga,22-087,2003,0.5,25,24,1,0,0,0,4,0,1,1,0,0,18,0,0,Matches
1660,Lilian Raolisoa,fr FRA,"FW,DF",Angers,fr Ligue 1,25-121,2000,5.1,167,157,10,3,0,2,20,1,6,3,2,0,111,0,7,Matches
1661,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-305,1996,4.2,217,190,26,9,2,6,16,6,11,6,0,0,170,1,4,Matches
1662,Marcus Rashford,eng ENG,FW,Barcelona,es La Liga,27-349,1997,5.2,241,210,30,1,0,2,31,2,27,16,3,0,193,1,2,Matches
1663,Giacomo Raspadori,it ITA,FW,Atlético Madrid,es La Liga,25-239,2000,1.4,56,46,9,1,0,0,9,1,7,2,4,0,42,1,0,Matches
1664,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,27-117,1998,8.0,417,364,52,6,2,4,21,46,0,0,0,0,343,1,11,Matches
1665,Raúl,es ESP,"FW,DF",Osasuna,es La Liga,24-346,2000,2.6,60,56,3,0,0,0,1,0,0,0,0,0,37,1,4,Matches
1666,David Raum,de GER,DF,RB Leipzig,de Bundesliga,27-176,1998,6.0,418,313,101,17,2,1,50,48,36,16,13,0,296,4,8,Matches
1667,David Raya,es ESP,GK,Arsenal,eng Premier League,30-030,1995,7.0,256,221,35,17,0,0,0,0,0,0,0,0,188,0,0,Matches
1668,Abde Rebbach,dz ALG,"MF,FW",Alavés,es La Liga,27-065,1998,3.5,149,126,22,5,0,0,26,4,13,8,4,0,101,1,5,Matches
1669,Federico Redondo,ar ARG,MF,Elche,es La Liga,22-270,2003,0.1,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
1670,Alejandro Rego,es ESP,"MF,FW",Athletic Club,es La Liga,22-126,2003,0.7,35,33,2,2,0,0,0,0,0,0,0,0,30,0,0,Matches
1671,Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27-078,1998,6.7,356,339,17,8,3,1,14,0,5,4,0,0,309,0,7,Matches
1672,Alberto Reina,es ESP,MF,Oviedo,es La Liga,28-036,1997,4.2,209,196,9,7,1,3,4,0,2,2,0,0,173,4,1,Matches
1673,Vitor Reis,br BRA,DF,Girona,es La Liga,19-276,2006,5.9,330,312,17,15,0,2,0,2,0,0,0,0,297,1,1,Matches
1674,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,23-139,2002,5.3,272,255,14,5,1,3,16,1,3,3,0,0,215,3,6,Matches
1675,Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,25-118,2000,6.0,233,227,5,5,2,3,0,0,0,0,0,0,201,1,2,Matches
1676,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-205,1995,8.0,279,211,66,14,0,1,0,0,0,0,0,0,217,2,0,Matches
1677,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-270,2003,1.4,65,53,12,1,0,1,2,11,0,0,0,0,44,0,4,Matches
1678,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-218,2005,7.0,187,125,61,29,0,1,0,0,0,0,0,0,127,1,0,Matches
1679,Elvis Rexhbeçaj,xk KVX,"MF,DF",Augsburg,de Bundesliga,27-348,1997,3.4,139,115,23,3,0,0,5,19,0,0,0,0,102,1,4,Matches
1680,Oriol Rey,es ESP,MF,Levante,es La Liga,27-232,1998,6.4,234,221,13,13,0,0,3,0,0,0,0,0,191,0,6,Matches
1681,Gio Reyna,us USA,MF,Gladbach,de Bundesliga,22-336,2002,0.9,36,34,1,1,0,0,1,0,0,0,0,0,24,1,4,Matches
1682,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,26-067,1999,3.5,279,263,16,10,0,2,0,0,0,0,0,0,250,0,3,Matches
1683,Samuele Ricci,it ITA,MF,Milan,it Serie A,24-055,2001,0.7,31,29,2,0,0,0,1,0,2,0,1,0,28,0,0,Matches
1684,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-274,1999,6.0,435,382,52,16,1,3,39,6,28,17,7,0,370,1,0,Matches
1685,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-201,2000,7.0,260,239,21,2,1,4,1,19,0,0,0,0,211,0,1,Matches
1686,Richarlison,br BRA,FW,Tottenham,eng Premier League,28-158,1997,5.0,74,70,2,0,0,0,4,2,0,0,0,0,44,2,5,Matches
1687,Diego Rico,es ESP,DF,Getafe,es La Liga,32-234,1993,6.9,271,221,46,6,0,2,14,39,0,0,0,0,188,4,5,Matches
1688,Clemens Riedel,de GER,DF,Espanyol,es La Liga,22-088,2003,3.0,187,181,6,3,0,0,0,0,0,0,0,0,168,0,0,Matches
1689,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,23-241,2002,1.5,37,33,3,0,0,0,1,1,1,1,0,0,29,1,2,Matches
1690,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,23-241,2002,3.9,138,107,31,7,1,1,22,5,15,7,4,0,95,0,2,Matches
1691,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24-080,2001,1.2,40,30,9,3,0,0,0,0,0,0,0,0,30,1,0,Matches
1692,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18-119,2007,1.1,24,24,0,0,0,1,0,0,0,0,0,0,18,0,1,Matches
1693,Hugo Rincón,es ESP,"DF,MF",Girona,es La Liga,22-261,2003,4.6,194,151,43,0,0,0,8,43,0,0,0,0,160,0,3,Matches
1694,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-364,1993,6.6,221,196,25,6,0,2,33,6,13,3,10,0,160,0,7,Matches
1695,Rodrigo Riquelme,es ESP,"FW,MF",Betis,es La Liga,25-196,2000,4.3,180,173,5,1,3,1,12,4,0,0,0,0,143,2,7,Matches
1696,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,20-317,2004,7.0,234,173,61,16,0,0,0,0,0,0,0,0,175,0,0,Matches
1697,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,29-349,1995,2.1,115,106,8,4,1,0,2,4,0,0,0,0,96,1,1,Matches
1698,Lars Ritzka,de GER,DF,St. Pauli,de Bundesliga,27-161,1998,1.9,108,102,6,2,0,0,0,1,0,0,0,0,86,0,0,Matches
1699,Sergi Roberto,es ESP,MF,Como,it Serie A,33-250,1992,2.0,144,136,8,7,0,1,2,1,0,0,0,0,130,0,2,Matches
1700,Patrick Roberts,eng ENG,"MF,FW",Sunderland,eng Premier League,28-252,1997,0.3,21,20,1,0,1,0,0,1,0,0,0,0,17,0,3,Matches
1701,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-218,1994,1.3,94,83,11,1,2,0,10,9,1,1,0,0,73,0,0,Matches
1702,Antonee Robinson,us USA,DF,Fulham,eng Premier League,28-068,1997,0.7,64,57,7,0,0,1,10,7,0,0,0,0,50,0,4,Matches
1703,Joel Roca,es ESP,"FW,MF",Girona,es La Liga,20-130,2005,4.1,100,93,7,1,0,1,8,5,0,0,0,0,76,0,7,Matches
1704,Marc Roca,es ESP,MF,Betis,es La Liga,28-323,1996,2.0,111,109,2,2,0,1,1,0,0,0,0,0,96,0,2,Matches
1705,Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,27-358,1997,7.0,341,328,13,10,0,0,0,3,0,0,0,0,309,0,0,Matches
1706,Rodri,es ESP,MF,Manchester City,eng Premier League,29-115,1996,3.2,241,232,9,9,0,1,0,0,0,0,0,0,209,0,2,Matches
1707,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21-093,2004,4.9,108,105,2,0,0,2,1,0,0,0,0,0,76,1,1,Matches
1708,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-212,2003,1.0,93,86,7,2,0,0,3,1,4,0,3,0,85,0,0,Matches
1709,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,37-131,1988,0.8,23,20,3,1,0,0,3,2,0,0,0,0,15,0,0,Matches
1710,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-186,1994,0.8,34,34,0,0,0,1,2,0,0,0,0,0,28,0,1,Matches
1711,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22-111,2003,5.4,453,438,15,9,2,2,0,6,0,0,0,0,416,0,4,Matches
1712,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19-328,2005,4.3,118,115,3,0,2,1,4,1,2,0,1,0,90,0,8,Matches
1713,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,33-051,1992,4.2,208,181,26,8,0,1,7,18,0,0,0,0,177,1,2,Matches
1714,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-279,2001,1.5,111,102,8,0,1,0,8,3,5,3,0,0,97,1,3,Matches
1715,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22-271,2003,7.0,272,205,67,30,0,0,0,0,0,0,0,0,182,0,0,Matches
1716,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-081,2002,6.9,187,181,6,2,6,3,5,1,0,0,0,0,134,0,7,Matches
1717,Merlin Röhl,de GER,MF,Everton,eng Premier League,23-102,2002,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1718,Merlin Röhl,de GER,"FW,MF",Freiburg,de Bundesliga,23-102,2002,0.7,29,29,0,0,0,0,1,0,0,0,0,0,25,0,2,Matches
1719,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28-142,1997,1.0,56,56,0,0,0,0,0,0,0,0,0,0,52,0,0,Matches
1720,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-276,1995,4.0,181,159,22,13,0,0,0,2,0,0,0,0,165,0,1,Matches
1721,Leo Román,es ESP,GK,Mallorca,es La Liga,25-101,2000,8.0,271,186,85,33,0,0,0,0,0,0,0,0,177,0,0,Matches
1722,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,22-293,2002,1.8,89,89,0,0,1,1,0,0,0,0,0,0,79,0,2,Matches
1723,Carlos Romero,es ESP,DF,Espanyol,es La Liga,23-351,2001,7.9,302,242,59,4,0,1,24,55,0,0,0,0,240,1,6,Matches
1724,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-171,1998,7.0,427,401,26,18,0,2,0,1,0,0,0,0,382,0,1,Matches
1725,Isaac Romero,es ESP,FW,Sevilla,es La Liga,25-150,2000,4.6,98,88,7,0,1,1,2,0,0,0,0,0,69,3,5,Matches
1726,Iván Romero,es ESP,FW,Levante,es La Liga,24-188,2001,6.7,126,104,22,1,2,2,4,8,0,0,0,0,82,0,5,Matches
1727,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23-249,2002,5.3,114,107,5,0,0,0,0,0,0,0,0,0,78,2,5,Matches
1728,Salomón Rondón,ve VEN,FW,Oviedo,es La Liga,36-029,1989,4.6,97,83,11,0,0,0,1,0,0,0,0,0,60,3,2,Matches
1729,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,30-312,1994,5.5,358,356,2,2,1,1,3,0,0,0,0,0,317,0,5,Matches
1730,Marten de Roon,nl NED,MF,Atalanta,it Serie A,34-200,1991,4.7,308,302,5,4,2,0,3,1,0,0,0,0,268,1,1,Matches
1731,Pablo Rosario,do DOM,MF,Nice,fr Ligue 1,28-281,1997,0.3,17,16,0,0,0,0,0,0,0,0,0,0,15,1,0,Matches
1732,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-247,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1733,Valentin Rosier,fr FRA,"DF,MF",Osasuna,es La Liga,29-057,1996,6.3,311,260,51,2,1,0,13,49,0,0,0,0,233,0,3,Matches
1734,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,20-351,2004,3.2,116,108,8,3,0,0,3,5,0,0,0,0,83,0,5,Matches
1735,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-139,2001,6.0,406,390,15,6,1,0,0,5,0,0,0,0,367,1,3,Matches
1736,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-315,2001,2.2,218,200,17,13,2,0,7,0,4,3,1,0,198,1,1,Matches
1737,Jonathan Rowe,eng ENG,"FW,MF",Bologna,it Serie A,22-168,2003,1.3,54,52,2,0,0,2,5,2,0,0,0,0,45,0,2,Matches
1738,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22-168,2003,0.7,29,27,2,0,0,0,4,1,1,1,0,0,20,0,2,Matches
1739,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-233,1994,2.0,209,204,5,3,0,0,1,1,0,0,0,0,191,0,1,Matches
1740,Rubén,es ESP,DF,Espanyol,es La Liga,24-253,2001,0.6,45,39,6,0,1,0,6,6,0,0,0,0,33,0,0,Matches
1741,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-226,1993,1.0,71,68,3,2,0,1,0,0,0,0,0,0,68,0,0,Matches
1742,Javier Rueda Garcia,es ESP,"DF,MF",Celta Vigo,es La Liga,23-160,2002,3.8,199,167,32,0,0,1,6,32,0,0,0,0,147,0,13,Matches
1743,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31-078,1994,0.9,57,51,6,2,0,0,0,0,0,0,0,0,52,0,0,Matches
1744,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23-096,2002,3.2,212,184,28,3,0,1,14,24,1,0,0,0,178,0,5,Matches
1745,Aitor Ruibal,es ESP,FW,Betis,es La Liga,29-207,1996,2.9,94,91,3,1,1,0,5,2,0,0,0,0,75,0,1,Matches
1746,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-195,1996,3.9,418,406,12,7,1,3,4,4,0,0,0,0,382,0,5,Matches
1747,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33-148,1992,6.0,205,171,34,15,0,1,0,1,0,0,0,0,158,0,1,Matches
1748,Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,23-178,2002,4.1,71,65,6,0,1,0,3,0,0,0,0,0,46,0,6,Matches
1749,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-190,1992,6.0,199,132,67,15,0,0,0,0,0,0,0,0,140,0,0,Matches
1750,Julian Ryerson,no NOR,"DF,MF",Dortmund,de Bundesliga,27-332,1997,2.6,230,196,34,4,0,0,23,21,9,7,2,0,195,0,4,Matches
1751,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-072,1992,6.0,200,126,73,30,0,1,0,0,0,0,0,0,110,1,1,Matches
1752,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18-268,2007,2.2,37,33,4,0,1,1,4,0,3,3,0,0,31,0,0,Matches
1753,José Sá,pt POR,GK,Wolves,eng Premier League,32-271,1993,4.0,131,100,31,8,0,0,0,0,0,0,0,0,89,0,0,Matches
1754,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25-292,1999,3.6,85,82,2,1,0,1,6,1,0,0,0,0,59,1,6,Matches
1755,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-275,1993,1.5,56,44,12,1,0,0,1,11,0,0,0,0,32,0,3,Matches
1756,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-212,1994,4.8,209,201,7,4,0,2,8,0,0,0,0,0,178,1,4,Matches
1757,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-302,2004,6.9,266,256,9,3,2,0,7,5,0,0,0,0,223,1,6,Matches
1758,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-255,1997,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1759,Alexis Saelemaekers,be BEL,"DF,MF",Milan,it Serie A,26-110,1999,5.6,284,256,26,3,1,4,15,21,0,0,0,0,230,2,6,Matches
1760,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26-320,1998,1.3,33,32,1,0,0,0,1,1,0,0,0,0,23,0,2,Matches
1761,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,24-126,2001,1.1,60,57,0,0,1,0,2,0,0,0,0,0,42,3,2,Matches
1762,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-179,1995,5.4,135,134,1,1,1,1,5,0,0,0,0,0,104,0,4,Matches
1763,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-040,2001,3.8,134,120,14,0,1,0,20,3,11,10,0,0,99,0,3,Matches
1764,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-025,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1765,Álex Sala,es ESP,MF,Lecce,it Serie A,24-189,2001,1.2,38,38,0,0,0,1,3,0,0,0,0,0,32,0,0,Matches
1766,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-046,2001,0.4,22,20,2,0,0,0,0,0,0,0,0,0,22,0,0,Matches
1767,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-122,1992,7.0,215,209,5,0,7,0,19,4,0,0,0,0,148,1,5,Matches
1768,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-066,2005,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2,Matches
1769,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-175,2002,4.0,308,296,9,8,0,4,3,1,0,0,0,0,254,3,4,Matches
1770,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-033,1996,3.1,222,181,40,1,1,7,13,38,1,0,1,0,166,1,9,Matches
1771,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-205,2001,4.5,383,379,3,3,0,0,1,0,0,0,0,0,357,1,1,Matches
1772,José Salinas,es ESP,"FW,DF",Espanyol,es La Liga,25-015,2000,0.2,11,9,2,0,0,0,1,2,0,0,0,0,4,0,0,Matches
1773,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-181,1999,2.0,190,185,4,3,0,0,0,0,0,0,0,0,172,1,3,Matches
1774,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-233,2002,2.8,135,122,12,3,0,1,14,1,8,4,4,0,106,1,4,Matches
1775,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-296,1992,4.6,81,74,7,0,1,0,2,0,0,0,0,0,57,0,4,Matches
1776,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-343,1995,3.2,62,62,0,0,1,0,2,0,0,0,0,0,44,0,1,Matches
1777,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-173,1994,7.0,329,262,67,27,1,0,0,0,0,0,0,0,259,0,0,Matches
1778,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,25-358,1999,1.0,41,40,1,0,0,0,0,0,0,0,0,0,35,0,0,Matches
1779,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-225,1996,3.7,42,37,5,0,1,0,1,1,0,0,0,0,33,0,1,Matches
1780,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-173,2000,4.8,145,139,6,1,0,0,4,0,0,0,0,0,122,0,6,Matches
1781,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36-300,1988,3.6,108,101,7,2,0,1,7,0,3,0,1,0,79,0,3,Matches
1782,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-287,1997,3.0,102,93,9,3,0,1,4,6,0,0,0,0,86,0,3,Matches
1783,Juanlu Sánchez,es ESP,"DF,FW",Sevilla,es La Liga,22-061,2003,4.4,223,206,16,1,0,3,14,15,0,0,0,0,170,1,8,Matches
1784,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-231,1996,0.2,13,12,1,0,1,1,0,1,0,0,0,0,11,0,1,Matches
1785,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-052,2000,6.6,216,167,48,3,0,3,12,42,3,0,0,0,160,1,8,Matches
1786,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-331,1997,6.0,246,209,37,11,0,1,0,0,0,0,0,0,164,0,0,Matches
1787,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-204,2000,0.1,18,15,3,0,0,0,2,2,1,0,0,0,15,0,1,Matches
1788,Álex Sancris,es ESP,"FW,MF",Getafe,es La Liga,28-270,1997,2.0,64,59,4,0,0,2,9,0,4,1,3,0,38,1,2,Matches
1789,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-236,1998,3.8,221,213,8,3,1,0,4,5,0,0,0,0,196,0,1,Matches
1790,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-101,2000,5.7,257,253,2,1,0,0,4,1,0,0,0,0,201,2,9,Matches
1791,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-201,2005,1.8,47,45,2,0,0,0,7,0,2,0,2,0,38,0,0,Matches
1792,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-127,2004,3.9,236,209,27,6,0,1,0,4,0,0,0,0,213,0,3,Matches
1793,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-186,2002,5.8,389,375,14,10,0,1,0,3,0,0,0,0,345,0,3,Matches
1794,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-317,1997,3.9,231,225,5,2,0,1,2,3,0,0,0,0,206,1,1,Matches
1795,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-111,2002,5.3,252,243,8,8,0,5,0,0,0,0,0,0,211,1,4,Matches
1796,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-230,2006,3.2,175,150,25,4,0,0,7,21,0,0,0,0,152,0,1,Matches
1797,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-256,2001,2.5,60,58,2,1,0,0,1,0,0,0,0,0,42,0,3,Matches
1798,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-289,2000,6.0,241,237,3,1,1,2,6,2,0,0,0,0,194,1,4,Matches
1799,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-058,1994,1.0,43,42,1,0,0,0,5,1,0,0,0,0,34,0,0,Matches
1800,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-220,1995,5.8,271,259,10,10,0,2,2,0,0,0,0,0,217,2,8,Matches
1801,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-143,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1802,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-165,2004,1.9,103,95,5,4,0,0,1,0,0,0,0,0,87,3,1,Matches
1803,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-187,2003,3.0,122,101,20,6,0,0,0,0,0,0,0,0,81,1,0,Matches
1804,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-084,2002,1.2,45,38,7,1,0,0,7,6,0,0,0,0,30,0,3,Matches
1805,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23-121,2002,0.4,21,20,1,0,0,0,1,0,1,1,0,0,19,0,0,Matches
1806,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-218,2001,2.4,48,45,3,0,0,0,1,0,0,0,0,0,34,0,2,Matches
1807,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-232,1998,4.8,95,94,0,0,1,0,3,0,0,0,0,0,70,1,3,Matches
1808,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-265,1999,7.0,310,280,30,17,0,5,1,0,0,0,0,0,267,0,7,Matches
1809,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,20-047,2005,6.0,373,346,27,14,0,1,0,6,0,0,0,0,349,0,0,Matches
1810,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-237,2001,1.9,37,32,4,0,0,0,2,0,0,0,0,0,33,1,0,Matches
1811,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-153,2004,3.8,123,111,12,3,0,0,4,0,3,1,1,0,101,0,4,Matches
1812,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-116,2002,6.0,172,124,48,16,0,0,0,1,0,0,0,0,135,0,0,Matches
1813,Sávio,br BRA,MF,Manchester City,eng Premier League,21-188,2004,1.9,85,84,1,0,0,0,3,1,0,0,0,0,73,0,3,Matches
1814,Nicolò Savona,it ITA,"DF,MF",Nott'ham Forest,eng Premier League,22-210,2003,1.6,71,56,15,3,0,0,2,12,0,0,0,0,54,0,1,Matches
1815,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-288,2002,4.9,207,174,31,1,0,0,13,30,0,0,0,0,170,2,5,Matches
1816,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-308,2003,2.9,197,181,14,3,0,1,0,8,0,0,0,0,168,2,3,Matches
1817,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-287,1999,1.5,41,38,3,0,0,1,0,0,0,0,0,0,31,0,1,Matches
1818,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-322,2001,6.4,99,91,8,0,1,0,6,5,1,1,0,0,58,0,2,Matches
1819,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-185,1999,2.1,54,48,6,1,0,0,1,1,0,0,0,0,37,0,2,Matches
1820,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-299,1991,3.9,225,217,8,7,0,3,2,0,0,0,0,0,184,0,0,Matches
1821,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,22-339,2002,1.3,34,26,8,5,0,0,11,0,3,3,0,0,19,0,0,Matches
