Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
1378,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-111,1999,12,12,1045,11.6,5,1,6,5,0,0,1,0,3.3,3.3,2.7,6.0,33,32,108,0.43,0.09,0.52,0.43,0.52,0.29,0.23,0.52,0.29,0.52,Matches
1379,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-210,2003,3,3,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1380,Pathé Mboup,sn SEN,FW,Brest,fr Ligue 1,22-092,2003,10,6,499,5.5,1,0,1,1,0,0,4,0,1.9,1.9,0.6,2.5,13,14,30,0.18,0.00,0.18,0.18,0.18,0.34,0.12,0.45,0.34,0.45,Matches
1381,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-263,2000,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,1,38,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1382,James Mcatee,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,23-039,2002,4,1,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,9,8,0.00,0.00,0.00,0.00,0.00,0.01,0.25,0.26,0.01,0.26,Matches
1383,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,31-039,1994,12,12,904,10.0,1,0,1,1,0,0,2,0,1.0,1.0,1.0,2.0,11,43,30,0.10,0.00,0.10,0.10,0.10,0.10,0.10,0.20,0.10,0.20,Matches
1384,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,27-090,1998,11,7,649,7.2,0,0,0,0,0,0,2,0,1.6,1.6,0.8,2.4,13,39,38,0.00,0.00,0.00,0.00,0.00,0.23,0.10,0.33,0.23,0.33,Matches
1385,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-274,1999,12,11,997,11.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.8,7,37,11,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
1386,Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,26-004,1999,4,0,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0,0,2,0.00,0.00,0.00,0.00,0.00,0.39,0.23,0.61,0.39,0.61,Matches
1387,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-353,1996,11,10,901,10.0,2,2,4,2,0,0,0,0,2.6,2.6,0.5,3.1,11,24,52,0.20,0.20,0.40,0.20,0.40,0.26,0.05,0.31,0.26,0.31,Matches
1388,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-182,1999,2,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1389,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-083,1994,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1390,Henrik Meister,dk DEN,FW,Pisa,it Serie A,22-009,2003,10,5,526,5.8,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,7,5,23,0.17,0.00,0.17,0.17,0.17,0.12,0.00,0.12,0.12,0.12,Matches
1391,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-358,2001,7,7,584,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,26,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1392,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,18-046,2007,11,5,387,4.3,2,2,4,2,0,0,0,0,2.0,2.0,0.8,2.8,6,4,28,0.47,0.47,0.93,0.47,0.93,0.48,0.18,0.65,0.48,0.65,Matches
1393,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-309,2003,11,3,312,3.5,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.0,9,10,11,0.00,0.29,0.29,0.00,0.29,0.05,0.23,0.28,0.05,0.28,Matches
1394,Cléo Melieres,fr FRA,DF,Metz,fr Ligue 1,20-227,2005,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1395,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-160,2002,10,6,580,6.4,2,2,4,2,0,0,1,0,1.4,1.4,1.6,3.0,25,40,53,0.31,0.31,0.62,0.31,0.62,0.22,0.24,0.46,0.22,0.46,Matches
1396,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-323,1997,12,9,732,8.1,3,2,5,3,0,0,3,0,1.8,1.8,1.1,2.9,15,44,36,0.37,0.25,0.61,0.37,0.61,0.22,0.13,0.35,0.22,0.35,Matches
1397,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20-256,2005,9,5,544,6.0,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,16,23,38,0.17,0.00,0.17,0.17,0.17,0.11,0.05,0.17,0.11,0.17,Matches
1398,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-183,2004,11,11,961,10.7,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.4,9,45,10,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1399,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-318,2000,9,8,657,7.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,9,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1400,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-328,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1401,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21-084,2004,5,5,407,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1402,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-131,1998,12,11,945,10.5,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,14,40,25,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
1403,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18-275,2007,8,6,444,4.9,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,11,19,15,0.00,0.00,0.00,0.00,0.00,0.11,0.13,0.24,0.11,0.24,Matches
1404,Alex Meret,it ITA,GK,Napoli,it Serie A,28-249,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1405,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29-157,1996,11,5,505,5.6,1,2,3,1,0,0,0,0,0.8,0.8,0.6,1.4,8,21,24,0.18,0.36,0.53,0.18,0.53,0.14,0.10,0.24,0.14,0.24,Matches
1406,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-194,2002,12,10,909,10.1,0,2,2,0,0,0,0,0,0.7,0.7,2.0,2.7,24,46,79,0.00,0.20,0.20,0.00,0.20,0.07,0.19,0.27,0.07,0.27,Matches
1407,Rafik Messali,fr FRA,"MF,DF",Toulouse,fr Ligue 1,22-212,2003,3,0,52,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1408,Junior Messias,br BRA,"FW,MF",Genoa,it Serie A,34-197,1991,3,0,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,8,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1409,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,26-021,1999,11,1,246,2.7,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,8,15,29,0.00,0.37,0.37,0.00,0.37,0.15,0.11,0.27,0.15,0.27,Matches
1410,Dayann Methalie,fr FRA,"DF,MF",Toulouse,fr Ligue 1,19-284,2006,13,11,931,10.3,0,0,0,0,0,0,3,0,0.6,0.6,1.1,1.7,24,21,59,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
1411,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,32-194,1993,5,4,362,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,22,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1412,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-075,1991,9,9,789,8.8,0,0,0,0,0,0,1,0,0.5,0.5,1.7,2.2,20,43,46,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25,Matches
1413,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20-158,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
1414,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-026,2000,8,5,457,5.1,2,2,4,2,0,0,0,0,2.0,2.0,0.9,2.9,9,11,31,0.39,0.39,0.79,0.39,0.79,0.38,0.18,0.57,0.38,0.57,Matches
1415,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-026,2000,2,2,179,2.0,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,7,3,8,0.50,0.00,0.50,0.50,0.50,0.53,0.00,0.53,0.53,0.53,Matches
1416,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-063,2008,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,Matches
1417,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21-274,2004,10,4,371,4.1,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,16,12,28,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,Matches
1418,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-237,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1419,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-045,1997,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,5,33,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1420,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-209,2006,8,2,275,3.1,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,2,10,9,0.00,0.33,0.33,0.00,0.33,0.01,0.09,0.10,0.01,0.10,Matches
1421,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-279,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1422,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-312,1998,10,9,810,9.0,1,1,2,1,0,0,2,0,0.7,0.7,0.9,1.6,3,33,1,0.11,0.11,0.22,0.11,0.22,0.08,0.10,0.18,0.07,0.18,Matches
1423,Luis Milla,es ESP,MF,Getafe,es La Liga,31-050,1994,13,13,1167,13.0,0,6,6,0,0,0,2,0,0.4,0.4,2.1,2.5,14,63,21,0.00,0.46,0.46,0.00,0.46,0.03,0.16,0.19,0.03,0.19,Matches
1424,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-064,1992,11,10,752,8.4,5,0,5,5,0,0,4,1,4.4,4.4,1.3,5.7,16,25,39,0.60,0.00,0.60,0.60,0.60,0.52,0.16,0.68,0.52,0.68,Matches
1425,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-093,2006,4,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,2,2,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1426,James Milner,eng ENG,MF,Brighton,eng Premier League,39-326,1986,7,1,193,2.1,1,1,2,0,1,1,1,0,0.8,0.0,0.2,0.2,2,9,5,0.47,0.47,0.93,0.00,0.47,0.37,0.10,0.47,0.00,0.10,Matches
1427,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-151,2007,4,3,276,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
1428,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29-011,1996,6,3,286,3.2,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,5,16,1,0.00,0.31,0.31,0.00,0.31,0.00,0.09,0.09,0.00,0.09,Matches
1429,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-064,1994,10,10,806,9.0,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,15,0,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
1430,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-314,1995,12,8,698,7.8,2,2,4,2,0,0,3,0,1.9,1.9,2.2,4.1,16,31,37,0.26,0.26,0.52,0.26,0.52,0.25,0.28,0.53,0.25,0.53,Matches
1431,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-258,1993,7,6,498,5.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,27,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1432,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26-197,1999,12,8,695,7.7,1,2,3,1,0,0,1,0,0.5,0.5,2.0,2.5,10,44,47,0.13,0.26,0.39,0.13,0.39,0.07,0.26,0.33,0.07,0.33,Matches
1433,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-127,2004,12,12,1035,11.5,1,4,5,1,0,0,0,0,2.3,2.3,3.4,5.7,59,15,114,0.09,0.35,0.43,0.09,0.43,0.20,0.30,0.49,0.20,0.49,Matches
1434,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-155,1999,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1435,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28-161,1997,13,11,946,10.5,4,0,4,4,0,1,1,0,4.1,3.3,0.3,3.5,14,32,54,0.38,0.00,0.38,0.38,0.38,0.39,0.02,0.41,0.31,0.34,Matches
1436,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-311,2000,10,8,727,8.1,1,0,1,1,0,0,2,0,0.1,0.1,1.0,1.1,14,34,39,0.12,0.00,0.12,0.12,0.12,0.02,0.12,0.14,0.02,0.14,Matches
1437,Fabio Miretti,it ITA,MF,Juventus,it Serie A,22-115,2003,1,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,3,0.00,0.00,0.00,0.00,0.00,0.09,0.34,0.43,0.09,0.43,Matches
1438,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,26-086,1999,12,12,1079,12.0,1,0,1,1,0,0,2,0,0.4,0.4,0.7,1.2,25,18,70,0.08,0.00,0.08,0.08,0.08,0.03,0.06,0.10,0.03,0.10,Matches
1439,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,28-190,1997,6,6,508,5.6,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.8,13,13,37,0.18,0.18,0.35,0.18,0.35,0.13,0.19,0.32,0.13,0.32,Matches
1440,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-253,1997,10,9,744,8.3,2,2,4,1,1,1,2,0,1.3,0.5,1.2,1.7,13,54,29,0.24,0.24,0.48,0.12,0.36,0.15,0.14,0.30,0.06,0.20,Matches
1441,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-309,1989,7,6,482,5.4,0,0,0,0,0,0,2,0,1.1,1.1,0.2,1.2,15,41,30,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23,Matches
1442,Tadjidine Mmadi,fr FRA,FW,Marseille,fr Ligue 1,18-268,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
1443,Rui Modesto,ao ANG,"MF,DF",Udinese,it Serie A,26-050,1999,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1444,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-078,1985,12,12,1053,11.7,1,2,3,1,0,0,2,0,0.4,0.4,1.8,2.2,16,103,12,0.09,0.17,0.26,0.09,0.26,0.04,0.15,0.19,0.04,0.19,Matches
1445,Max Moerstedt,de GER,"FW,DF",Hoffenheim,de Bundesliga,19-315,2006,7,0,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,12,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1446,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-185,1999,9,5,398,4.4,2,0,2,2,0,0,0,0,3.3,3.3,0.2,3.5,3,8,20,0.45,0.00,0.45,0.45,0.45,0.74,0.04,0.78,0.74,0.78,Matches
1447,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-363,1997,12,7,656,7.3,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.6,5,8,15,0.27,0.00,0.27,0.27,0.27,0.21,0.01,0.22,0.21,0.22,Matches
1448,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-097,1992,13,10,950,10.6,0,3,3,0,0,0,2,0,0.2,0.2,1.8,2.0,23,40,45,0.00,0.28,0.28,0.00,0.28,0.02,0.17,0.19,0.02,0.19,Matches
1449,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-069,2007,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1450,Alberto Moleiro,es ESP,"MF,FW",Villarreal,es La Liga,22-057,2003,13,10,746,8.3,4,2,6,4,0,0,1,0,3.1,3.1,1.7,4.8,29,25,48,0.48,0.24,0.72,0.48,0.72,0.37,0.21,0.58,0.37,0.58,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1451,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-234,1998,9,2,226,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,4,13,17,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Matches
1452,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,27-197,1998,13,13,1129,12.5,0,1,1,0,0,0,2,0,0.3,0.3,2.0,2.3,11,66,32,0.00,0.08,0.08,0.00,0.08,0.02,0.16,0.18,0.02,0.18,Matches
1453,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-279,1996,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1454,Álvaro Morata,es ESP,FW,Como,it Serie A,33-034,1992,12,7,604,6.7,0,1,1,0,0,1,1,0,3.5,2.7,0.7,3.3,5,14,41,0.00,0.15,0.15,0.00,0.15,0.52,0.10,0.62,0.40,0.50,Matches
1455,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,24-149,2001,6,5,439,4.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,15,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1456,Diego Morcillo,es ESP,"FW,MF",Alavés,es La Liga,22-161,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,1,2,0.00,0.00,0.00,0.00,0.00,4.02,0.00,4.02,4.02,4.02,Matches
1457,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20-252,2005,11,4,435,4.8,2,2,4,2,0,0,2,0,0.5,0.5,1.8,2.4,15,10,56,0.41,0.41,0.83,0.41,0.83,0.11,0.38,0.49,0.11,0.49,Matches
1458,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21-112,2004,12,11,918,10.2,1,2,3,1,0,0,2,0,0.7,0.7,4.0,4.7,29,45,87,0.10,0.20,0.29,0.10,0.29,0.07,0.39,0.47,0.07,0.47,Matches
1459,Alberto Moreno,es ESP,DF,Como,it Serie A,33-144,1992,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1460,Álex Moreno,es ESP,DF,Girona,es La Liga,32-171,1993,12,11,1035,11.5,0,0,0,0,0,0,1,0,0.7,0.7,0.5,1.2,43,46,59,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
1461,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-233,1992,6,6,370,4.1,4,0,4,3,1,1,0,0,2.0,1.2,1.2,2.4,12,27,22,0.97,0.00,0.97,0.73,0.73,0.48,0.29,0.77,0.29,0.58,Matches
1462,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-063,2003,10,9,782,8.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,9,18,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1463,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28-357,1996,11,9,769,8.5,0,0,0,0,0,0,1,0,0.7,0.7,0.5,1.1,21,32,59,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches
1464,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32-149,1993,11,7,523,5.8,2,1,3,1,1,1,0,0,1.7,0.9,0.5,1.3,10,11,21,0.34,0.17,0.52,0.17,0.34,0.29,0.08,0.37,0.15,0.23,Matches
1465,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-269,2000,9,6,437,4.9,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,4,17,17,0.21,0.00,0.21,0.21,0.21,0.06,0.04,0.10,0.06,0.10,Matches
1466,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-311,2003,13,10,891,9.9,0,1,1,0,0,0,1,0,0.6,0.6,1.3,1.9,9,46,35,0.00,0.10,0.10,0.00,0.10,0.07,0.13,0.19,0.07,0.19,Matches
1467,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-318,1999,11,9,694,7.7,0,0,0,0,0,0,2,1,0.2,0.2,0.2,0.4,10,46,11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
1468,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24-305,2001,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1469,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-259,1998,8,6,522,5.8,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,3,46,8,0.17,0.00,0.17,0.17,0.17,0.04,0.05,0.09,0.04,0.09,Matches
1470,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23-026,2002,11,11,960,10.7,1,1,2,1,0,0,1,1,0.7,0.7,0.9,1.6,19,48,6,0.09,0.09,0.19,0.09,0.19,0.07,0.08,0.15,0.07,0.15,Matches
1471,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-107,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1472,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-152,2004,8,2,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
1473,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26-037,1999,7,0,127,1.4,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,12,0.00,0.71,0.71,0.00,0.71,0.07,0.10,0.16,0.07,0.16,Matches
1474,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-208,2001,4,2,182,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
