Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 21_level_0_Int,Unnamed: 22_level_0_Tkl+Int,Unnamed: 23_level_0_Clr,Unnamed: 24_level_0_Err,Unnamed: 25_level_0_Matches
560,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30-166,1995,8.7,5,3,0,3,2,1,2,50.0,1,3,1,2,1,6,12,0,Matches
561,Grady Diangana,cd COD,MF,Elche,es La Liga,27-226,1998,2.8,2,0,1,1,0,2,3,66.7,1,9,2,7,0,2,6,1,Matches
562,Assane Diao,sn SEN,FW,Como,it Serie A,20-085,2005,2.6,1,0,0,1,0,0,2,0.0,2,2,0,2,0,1,1,0,Matches
563,Soriba Diaoune,fr FRA,FW,Lille,fr Ligue 1,18-109,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
564,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21-332,2004,3.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,7,0,Matches
565,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-021,2000,2.4,6,2,4,2,0,3,7,42.9,4,5,0,5,1,7,7,0,Matches
566,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-201,1997,12.1,7,5,3,4,0,6,7,85.7,1,15,9,6,11,18,56,0,Matches
567,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,26-279,1999,7.2,23,12,7,12,4,10,20,50.0,10,7,2,5,14,37,18,0,Matches
568,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32-162,1993,14.0,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,7,2,Matches
569,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,26-120,1999,3.3,5,3,0,1,4,2,2,100.0,0,1,0,1,1,6,1,0,Matches
570,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-131,2003,7.2,9,7,3,6,0,5,7,71.4,2,6,5,1,9,18,43,0,Matches
571,Luis Díaz,co COL,FW,Bayern Munich,de Bundesliga,28-322,1997,10.9,6,5,5,1,0,4,9,44.4,5,10,1,9,5,11,0,0,Matches
572,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-179,1998,8.6,15,9,2,10,3,4,16,25.0,12,15,0,15,2,17,3,0,Matches
573,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-264,2006,0.8,3,1,1,0,2,1,2,50.0,1,1,0,1,2,5,0,0,Matches
574,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-201,1992,0.6,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
575,Bamba Dieng,sn SEN,"FW,MF",Lorient,fr Ligue 1,25-253,2000,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
576,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-320,1994,6.0,5,3,2,2,1,4,8,50.0,4,13,9,4,8,13,28,0,Matches
577,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-134,1993,10.6,15,10,10,2,3,13,21,61.9,8,5,0,5,7,22,31,0,Matches
578,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-056,1996,10.8,14,8,7,6,1,10,14,71.4,4,14,9,5,8,22,58,1,Matches
579,Federico Dimarco,it ITA,DF,Inter,it Serie A,28-021,1997,10.6,20,15,7,10,3,8,14,57.1,6,6,3,3,9,29,20,0,Matches
580,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,25-010,2000,3.7,10,5,4,4,2,4,6,66.7,2,3,0,3,0,10,1,0,Matches
581,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-353,2001,2.8,8,4,3,4,1,4,4,100.0,0,4,0,4,4,12,3,2,Matches
582,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-236,2001,3.7,4,2,3,1,0,1,4,25.0,3,1,0,1,6,10,11,0,Matches
583,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,19-017,2006,7.9,9,5,4,4,1,3,8,37.5,5,12,1,11,7,16,5,0,Matches
584,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-326,1997,2.5,4,3,1,3,0,1,3,33.3,2,0,0,0,2,6,14,1,Matches
585,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-203,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
586,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25-175,2000,9.3,5,3,5,0,0,0,6,0.0,6,7,1,6,6,11,5,0,Matches
587,Andy Diouf,fr FRA,"MF,DF",Inter,it Serie A,22-198,2003,0.6,2,1,1,1,0,1,4,25.0,3,2,0,2,1,3,0,1,Matches
588,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22-198,2003,1.0,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0,Matches
589,El Hadji Malick Diouf,sn SEN,DF,West Ham,eng Premier League,20-338,2004,12.5,16,7,9,6,1,6,11,54.5,5,10,4,6,11,27,56,1,Matches
590,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,26-015,1999,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,0,Matches
591,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,28-072,1997,1.7,3,1,0,3,0,1,2,50.0,1,3,1,2,1,4,2,0,Matches
592,Matías Dituro,ar ARG,GK,Elche,es La Liga,38-207,1987,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,Matches
593,Djené,tg TOG,DF,Getafe,es La Liga,33-335,1991,10.6,15,10,6,8,1,7,9,77.8,2,12,5,7,7,22,66,2,Matches
594,Harouna Djibrin,cm CMR,FW,Angers,fr Ligue 1,19-026,2006,1.2,2,2,0,2,0,1,7,14.3,6,1,0,1,1,3,4,0,Matches
595,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-285,1993,10.7,13,7,6,7,0,9,15,60.0,6,13,6,7,8,21,62,1,Matches
596,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33-311,1992,14.0,3,2,3,0,0,3,3,100.0,0,0,0,0,0,3,9,0,Matches
597,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-168,1998,10.9,18,8,9,8,1,9,18,50.0,9,11,0,11,8,26,6,0,Matches
598,Dodô,br BRA,DF,Fiorentina,it Serie A,27-014,1998,12.1,10,7,5,3,2,4,10,40.0,6,8,0,8,10,20,17,0,Matches
599,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-154,1998,12.0,23,17,15,7,1,13,19,68.4,6,16,11,5,15,38,68,1,Matches
600,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-319,1992,3.2,8,4,5,3,0,3,4,75.0,1,3,1,2,2,10,16,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
601,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23-197,2002,9.5,18,11,8,6,4,13,18,72.2,5,15,8,7,16,34,30,1,Matches
602,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23-188,2002,8.7,10,7,3,2,5,4,8,50.0,4,2,0,2,5,15,0,0,Matches
603,Tyrhys Dolan,eng ENG,"MF,FW",Espanyol,es La Liga,23-338,2001,10.8,23,16,10,8,5,10,16,62.5,6,13,0,13,4,27,7,0,Matches
604,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-334,2006,2.4,3,2,1,2,0,1,1,100.0,0,3,0,3,0,3,6,0,Matches
605,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,22-073,2003,2.2,5,1,3,1,1,1,1,100.0,0,5,0,5,1,6,0,0,Matches
606,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-293,2001,4.8,11,8,8,2,1,6,7,85.7,1,9,4,5,3,14,32,0,Matches
607,Nicolás Domínguez,ar ARG,"FW,MF",Nott'ham Forest,eng Premier League,27-156,1998,2.4,7,3,4,3,0,4,6,66.7,2,1,0,1,1,8,5,1,Matches
608,Jean-Luc Dompé,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,30-111,1995,8.1,3,3,0,2,1,2,4,50.0,2,3,0,3,0,3,0,0,Matches
609,John Donald,es ESP,"MF,DF",Elche,es La Liga,25-093,2000,2.0,8,6,4,4,0,3,3,100.0,0,1,1,0,2,10,2,0,Matches
610,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26-279,1999,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,3,Matches
611,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,21-036,2004,7.6,23,16,14,5,4,14,22,63.6,8,8,1,7,10,33,20,0,Matches
612,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-320,1998,7.9,17,6,8,7,2,6,13,46.2,7,7,2,5,7,24,8,3,Matches
613,Lohann Doucet,fr FRA,MF,Paris FC,fr Ligue 1,23-078,2002,1.3,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,3,2,Matches
614,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,24-301,2001,6.9,20,12,8,6,6,8,13,61.5,5,12,1,11,4,24,9,0,Matches
615,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20-181,2005,3.5,11,8,0,6,5,4,6,66.7,2,6,1,5,2,13,0,1,Matches
616,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,23-045,2002,9.2,20,16,10,6,4,13,21,61.9,8,12,2,10,8,28,38,0,Matches
617,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-130,2003,8.2,7,5,2,3,2,3,5,60.0,2,5,2,3,10,17,20,0,Matches
618,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22-286,2003,8.5,25,16,4,14,7,7,20,35.0,13,10,0,10,5,30,2,1,Matches
619,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-121,1999,6.3,6,5,0,5,1,2,3,66.7,1,3,2,1,2,8,3,0,Matches
620,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28-163,1997,3.6,2,2,1,0,1,0,0,,0,2,0,2,1,3,3,0,Matches
621,Max Dowman,eng ENG,FW,Arsenal,eng Premier League,15-335,2009,0.3,2,2,1,1,0,1,2,50.0,1,1,0,1,0,2,0,0,Matches
622,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30-266,1995,11.5,11,5,8,3,0,5,9,55.6,4,8,5,3,11,22,89,0,Matches
623,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36-320,1989,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
624,Denzel Dumfries,nl NED,DF,Inter,it Serie A,29-227,1996,8.0,8,6,7,1,0,4,8,50.0,4,3,0,3,4,12,12,0,Matches
625,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34-010,1991,12.5,12,8,7,4,1,9,16,56.3,7,10,5,5,9,21,65,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
626,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24-190,2001,6.7,8,6,5,1,2,2,8,25.0,6,2,0,2,2,10,4,0,Matches
627,Hugo Duro,es ESP,FW,Valencia,es La Liga,26-021,1999,7.2,4,3,0,4,0,1,8,12.5,7,9,1,8,0,4,6,0,Matches
628,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32-016,1993,5.3,2,0,0,1,1,0,4,0.0,4,4,0,4,1,3,0,0,Matches
629,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39-259,1986,2.5,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,6,0,Matches
630,Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,30-067,1995,4.5,14,12,7,7,0,10,12,83.3,2,2,2,0,6,20,18,0,Matches
631,Aron Dønnum,no NOR,"MF,DF",Toulouse,fr Ligue 1,27-225,1998,13.0,23,12,9,10,4,14,27,51.9,13,12,1,11,17,40,9,0,Matches
632,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21-107,2004,5.7,18,11,9,7,2,4,4,100.0,0,11,3,8,6,24,9,0,Matches
633,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26-265,1999,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,1,Matches
634,Claudio Echeverri,ar ARG,"MF,DF",Leverkusen,de Bundesliga,19-333,2006,1.4,1,1,1,0,0,0,1,0.0,1,4,1,3,1,2,0,0,Matches
635,Éderson,br BRA,MF,Atalanta,it Serie A,26-147,1999,7.3,16,6,6,7,3,9,17,52.9,8,6,1,5,4,20,7,1,Matches
636,Noah Edjouma,fr FRA,"FW,MF",Toulouse,fr Ligue 1,20-058,2005,2.5,3,2,1,2,0,0,4,0.0,4,1,0,1,3,6,5,0,Matches
637,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27-319,1998,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
638,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27-319,1998,7.5,5,4,2,1,2,2,9,22.2,7,6,2,4,1,6,10,0,Matches
639,Marcus Edwards,eng ENG,"FW,MF",Burnley,eng Premier League,26-363,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
640,CJ Egan-Riley,eng ENG,DF,Marseille,fr Ligue 1,22-333,2003,4.6,6,4,3,2,1,2,5,40.0,3,4,3,1,1,7,19,1,Matches
641,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-358,1996,12.0,27,12,15,11,1,17,22,77.3,5,11,5,6,13,40,20,2,Matches
642,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,30-190,1995,6.0,10,6,6,4,0,7,8,87.5,1,5,0,5,3,13,22,0,Matches
643,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28-013,1997,1.9,4,3,1,2,1,1,5,20.0,4,0,0,0,1,5,3,0,Matches
644,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,27-333,1998,4.2,7,5,3,2,2,3,3,100.0,0,2,0,2,3,10,1,0,Matches
645,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27-041,1998,5.9,8,5,7,1,0,3,5,60.0,2,10,6,4,4,12,42,1,Matches
646,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19-020,2006,3.4,1,1,0,0,1,0,3,0.0,3,1,0,1,1,2,1,0,Matches
647,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23-164,2002,7.7,5,2,1,3,1,1,2,50.0,1,6,2,4,1,6,15,0,Matches
648,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25-240,2000,5.4,14,10,3,10,1,3,3,100.0,0,8,2,6,3,17,7,0,Matches
649,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22-104,2003,9.9,30,18,18,10,2,15,19,78.9,4,25,2,23,15,45,21,1,Matches
650,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31-253,1994,3.5,0,0,0,0,0,0,0,,0,1,0,1,2,2,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
651,Anthony Elanga,se SWE,"FW,MF",Newcastle Utd,eng Premier League,23-218,2002,5.5,5,5,3,2,0,4,9,44.4,5,1,0,1,1,6,5,0,Matches
652,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28-239,1997,8.3,14,8,5,9,0,6,8,75.0,2,11,5,6,11,25,32,0,Matches
653,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32-220,1993,10.4,8,4,4,4,0,5,12,41.7,7,21,16,5,3,11,67,1,Matches
654,Mikael Ellertsson,is ISL,"DF,FW",Genoa,it Serie A,23-265,2002,10.0,13,7,7,6,0,8,14,57.1,6,11,1,10,6,19,18,0,Matches
655,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,22-241,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
656,Harvey Elliott,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-241,2003,1.1,0,0,0,0,0,0,0,,0,4,1,3,0,0,1,0,Matches
657,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,26-068,1999,3.9,10,6,2,5,3,3,5,60.0,2,3,0,3,2,12,4,0,Matches
658,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31-248,1994,2.1,5,1,4,0,1,4,8,50.0,4,3,0,3,2,7,13,0,Matches
659,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29-062,1996,12.0,13,8,10,3,0,4,6,66.7,2,15,12,3,9,22,102,0,Matches
660,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,28-290,1997,7.7,15,10,2,8,5,1,4,25.0,3,6,1,5,2,17,4,0,Matches
661,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-301,2003,4.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
662,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21-138,2004,7.1,11,5,1,5,5,4,6,66.7,2,3,0,3,5,16,6,0,Matches
663,Julio Enciso,py PAR,"MF,FW",Strasbourg,fr Ligue 1,21-312,2004,4.8,5,3,3,2,0,3,5,60.0,2,5,0,5,1,6,4,0,Matches
664,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,32-295,1993,0.4,3,1,0,1,2,1,2,50.0,1,1,0,1,0,3,3,0,Matches
665,Endrick,br BRA,FW,Real Madrid,es La Liga,19-133,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
666,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,24-297,2001,8.9,19,12,9,8,2,11,20,55.0,9,13,5,8,8,27,21,0,Matches
667,Christian Eriksen,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,33-290,1992,5.7,4,3,1,2,1,4,8,50.0,4,5,1,4,3,7,6,0,Matches
668,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30-065,1995,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,Matches
669,Carlos Espí,es ESP,FW,Levante,es La Liga,20-130,2005,0.8,2,1,0,1,1,1,1,100.0,0,3,0,3,0,2,0,0,Matches
670,Alfonso Espino,uy URU,"FW,DF",Rayo Vallecano,es La Liga,33-330,1992,2.1,3,3,1,1,1,1,8,12.5,7,4,0,4,1,4,7,0,Matches
671,Francesco Esposito,it ITA,FW,Inter,it Serie A,20-156,2005,4.1,0,0,0,0,0,0,0,,0,3,0,3,2,2,2,0,Matches
672,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23-152,2002,9.6,19,10,9,5,5,10,20,50.0,10,11,2,9,3,22,6,0,Matches
673,Romain Esse,eng ENG,FW,Crystal Palace,eng Premier League,20-202,2005,0.3,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
674,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-312,1998,3.4,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
675,Marco Esteban,es ESP,DF,Oviedo,es La Liga,19-334,2006,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-189,2002,12.9,14,10,10,3,1,8,15,53.3,7,16,11,5,18,32,90,2,Matches
677,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,30-017,1995,4.0,9,4,4,5,0,5,12,41.7,7,2,0,2,2,11,14,0,Matches
678,Pervis Estupiñán,ec ECU,DF,Milan,it Serie A,27-314,1998,4.9,4,4,4,0,0,3,8,37.5,5,3,0,3,6,10,8,1,Matches
679,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22-048,2003,2.8,4,2,1,2,1,2,2,100.0,0,2,0,2,0,4,1,0,Matches
680,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22-048,2003,9.8,16,11,3,10,3,6,8,75.0,2,6,0,6,3,19,12,0,Matches
681,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26-056,1999,9.9,2,2,0,1,1,1,4,25.0,3,4,1,3,0,2,9,1,Matches
682,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29-122,1996,9.8,17,11,4,10,3,9,17,52.9,8,1,1,0,8,25,11,0,Matches
683,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-155,1998,8.7,9,6,3,6,0,2,6,33.3,4,3,1,2,4,13,5,0,Matches
684,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27-155,1998,0.9,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,Matches
685,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,23-349,2001,7.7,18,11,5,4,9,6,15,40.0,9,10,0,10,3,21,7,0,Matches
686,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-321,2003,4.8,3,0,0,2,1,0,2,0.0,2,1,0,1,2,5,0,0,Matches
687,Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24-028,2001,4.7,16,12,6,8,2,8,15,53.3,7,7,0,7,2,18,1,0,Matches
688,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-292,2001,6.6,9,6,4,5,0,6,13,46.2,7,6,2,4,4,13,6,0,Matches
689,Omar Falah,es ESP,"DF,MF",Oviedo,es La Liga,22-083,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
690,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30-233,1995,13.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,10,0,Matches
691,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,23-031,2002,4.7,8,4,1,5,2,4,8,50.0,4,3,0,3,1,9,4,1,Matches
692,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-070,2004,6.4,12,7,9,3,0,6,8,75.0,2,7,4,3,12,24,34,1,Matches
693,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,22-260,2003,4.3,12,5,4,7,1,4,7,57.1,3,5,0,5,4,16,3,1,Matches
694,Aleix Febas,es ESP,MF,Elche,es La Liga,29-302,1996,14.0,31,23,12,11,8,15,27,55.6,12,4,0,4,8,39,7,1,Matches
695,Mattia Felici,it ITA,"FW,DF",Cagliari,it Serie A,24-228,2001,4.6,11,6,5,6,0,6,9,66.7,3,2,0,2,5,16,2,0,Matches
696,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28-254,1997,2.4,4,2,4,0,0,3,5,60.0,2,2,1,1,5,9,7,0,Matches
697,Robin Fellhauer,de GER,"MF,DF",Augsburg,de Bundesliga,27-314,1998,10.5,23,17,12,9,2,10,20,50.0,10,15,3,12,8,31,27,1,Matches
698,Kiko Femenía,es ESP,"DF,FW",Getafe,es La Liga,34-302,1991,7.5,16,6,9,6,1,11,18,61.1,7,9,1,8,16,32,22,0,Matches
699,Evan Ferguson,ie IRL,FW,Roma,it Serie A,21-043,2004,4.2,5,2,0,3,2,1,3,33.3,2,2,0,2,0,5,1,0,Matches
700,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26-099,1999,5.9,5,4,1,4,0,1,5,20.0,4,5,3,2,3,8,12,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
701,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31-084,1994,12.9,22,12,9,9,4,10,31,32.3,21,12,5,7,9,31,24,0,Matches
702,Mateus Fernandes,pt POR,"MF,FW",West Ham,eng Premier League,21-144,2004,9.0,24,16,11,11,2,12,22,54.5,10,20,5,15,6,30,10,0,Matches
703,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-318,2001,11.8,21,9,11,8,2,11,19,57.9,8,11,1,10,5,26,6,0,Matches
704,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-129,2002,3.3,10,7,3,6,1,2,7,28.6,5,4,1,3,3,13,6,1,Matches
705,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-222,2001,5.2,9,6,2,5,2,7,7,100.0,0,1,1,0,5,14,17,1,Matches
706,Pedro Fernandez,es ESP,"MF,FW",Barcelona,es La Liga,17-323,2008,0.8,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
707,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-216,2003,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,3,0,Matches
708,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23-151,2002,10.6,3,0,0,2,1,2,6,33.3,4,9,1,8,2,5,11,0,Matches
709,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17-139,2008,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
710,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-301,2005,9.8,10,7,2,7,1,6,9,66.7,3,9,0,9,3,13,1,0,Matches
711,Max Finkgräfe,de GER,FW,RB Leipzig,de Bundesliga,21-249,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
712,Junior Firpo,do DOM,DF,Betis,es La Liga,29-101,1996,4.8,13,8,6,4,3,7,9,77.8,2,7,1,6,6,19,18,1,Matches
713,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24-022,2001,13.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,Matches
714,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-050,2000,6.7,12,8,6,3,3,6,10,60.0,4,8,0,8,9,21,24,0,Matches
715,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-171,1993,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,3,Matches
