Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
138,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21-281,2004,11.4,19,1.67,14,2,0,1,2,0,2,0.18,1,1,0,0,0,0,Matches
139,Ezequiel Ávila,ar ARG,"FW,MF",Betis,es La Liga,31-298,1994,0.5,2,4.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20-351,2004,12.1,47,3.89,37,3,0,2,5,0,1,0.08,0,0,0,1,0,0,Matches
141,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28-334,1997,13.8,12,0.87,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
142,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,28-111,1997,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22-056,2003,11.7,22,1.88,14,4,1,2,1,0,1,0.09,1,0,0,0,0,0,Matches
144,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24-152,2001,4.1,10,2.42,8,1,0,0,0,1,1,0.24,1,0,0,0,0,0,Matches
145,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-095,1989,6.5,8,1.22,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
146,Oussama El Azzouzi,ma MAR,MF,Auxerre,fr Ligue 1,24-186,2001,4.1,10,2.43,8,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
147,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21-229,2004,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25-234,2000,9.9,8,0.81,8,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
149,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-250,2001,1.2,2,1.62,2,0,0,0,0,0,1,0.81,1,0,0,0,0,0,Matches
150,Alex Baena,es ESP,MF,Atlético Madrid,es La Liga,24-134,2001,5.4,29,5.33,21,7,0,1,0,0,3,0.55,3,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21-245,2004,12.5,12,0.96,7,0,1,4,0,0,3,0.24,2,0,0,1,0,0,Matches
152,Leon Bailey,jm JAM,"FW,MF",Roma,it Serie A,28-114,1997,1.7,3,1.72,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
153,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,31-233,1994,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Theo Bair,ca CAN,"MF,FW",Auxerre,fr Ligue 1,26-096,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-234,1991,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Johan Bakayoko,be BEL,FW,RB Leipzig,de Bundesliga,22-225,2003,6.7,22,3.26,14,0,3,3,2,0,2,0.30,0,0,1,0,1,0,Matches
157,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,18-001,2007,0.3,1,3.21,1,0,0,0,0,0,1,3.21,1,0,0,0,0,0,Matches
158,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27-237,1998,11.8,34,2.88,30,1,0,2,0,1,3,0.25,3,0,0,0,0,0,Matches
159,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,eng Premier League,23-097,2002,1.9,7,3.62,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Dilane Bakwa,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23-097,2002,1.2,8,6.73,3,1,2,0,2,0,5,4.21,2,0,2,0,1,0,Matches
161,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,22-253,2003,3.3,12,3.62,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22-044,2003,8.0,29,3.62,25,0,1,0,3,0,5,0.62,5,0,0,0,0,0,Matches
163,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20-134,2005,1.1,3,2.67,1,0,2,0,0,0,1,0.89,0,0,1,0,0,0,Matches
164,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-332,2004,7.7,7,0.90,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
165,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-309,1999,7.7,12,1.55,9,0,0,3,0,0,1,0.13,1,0,0,0,0,0,Matches
166,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-070,1999,8.5,10,1.18,8,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
167,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-334,1992,1.5,4,2.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Fodé Ballo-Touré,sn SEN,DF,Metz,fr Ligue 1,28-332,1997,3.6,4,1.13,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
169,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-151,2001,7.4,20,2.71,13,0,1,1,4,1,3,0.41,0,0,0,0,2,1,Matches
170,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-220,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-140,2006,1.5,3,2.06,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,23-356,2001,6.6,8,1.21,8,0,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches
173,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,24-306,2001,5.3,6,1.13,4,0,1,0,1,0,1,0.19,0,0,0,0,1,0,Matches
174,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,19-000,2006,6.9,9,1.30,6,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
175,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-288,2005,3.5,10,2.85,9,0,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Tommaso Barbieri,it ITA,"FW,DF",Cremonese,it Serie A,23-097,2002,5.5,9,1.63,6,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
177,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,21-131,2004,11.8,42,3.56,28,7,1,1,3,2,10,0.85,7,0,1,0,0,2,Matches
178,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-090,2002,7.4,31,4.16,25,0,3,2,1,0,4,0.54,1,0,1,1,1,0,Matches
179,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25-025,2000,13.0,18,1.38,15,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
180,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,20-016,2005,2.0,14,7.12,8,2,4,0,0,0,1,0.51,1,0,0,0,0,0,Matches
181,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-297,1997,11.3,57,5.05,45,7,1,0,3,1,7,0.62,5,1,1,0,0,0,Matches
182,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,28-244,1997,1.6,2,1.26,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-361,1993,1.3,4,2.98,3,0,0,0,1,0,1,0.74,0,0,0,0,1,0,Matches
184,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,36-032,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-357,1997,6.9,19,2.74,17,0,2,0,0,0,3,0.43,2,0,1,0,0,0,Matches
186,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-339,2001,10.0,49,4.91,36,8,4,0,1,0,6,0.60,5,0,1,0,0,0,Matches
187,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-169,2003,10.8,27,2.49,21,0,4,1,1,0,0,0.00,0,0,0,0,0,0,Matches
188,Thierno Barry,fr FRA,FW,Everton,eng Premier League,23-041,2002,6.1,5,0.82,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Davide Bartesaghi,it ITA,"DF,FW",Milan,it Serie A,19-337,2005,7.4,21,2.83,15,3,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Marc Bartra,es ESP,DF,Betis,es La Liga,34-320,1991,9.5,8,0.84,6,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
191,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-072,1996,12.0,2,0.17,1,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
192,Toma Bašić,hr CRO,MF,Lazio,it Serie A,29-006,1996,7.5,15,2.01,12,2,0,0,0,1,2,0.27,2,0,0,0,0,0,Matches
193,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-335,1999,12.1,13,1.07,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-232,1999,11.6,27,2.33,24,1,1,1,0,0,5,0.43,5,0,0,0,0,0,Matches
195,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-215,1996,13.0,5,0.38,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-060,1993,1.0,1,0.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Martin Baturina,hr CRO,"FW,MF",Como,it Serie A,22-288,2003,1.9,7,3.71,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-182,1990,12.0,4,0.33,3,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
199,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-122,1999,10.6,30,2.83,23,0,2,2,3,0,5,0.47,4,0,0,1,0,0,Matches
200,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-231,1998,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-325,1997,3.2,6,1.87,6,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
202,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-222,1994,0.9,3,3.25,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Samu Becerra,es ESP,"DF,MF",Rayo Vallecano,es La Liga,19-334,2006,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,28-175,1997,5.1,17,3.33,13,0,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
205,Sheraldo Becker,sr SUR,"MF,FW",Osasuna,es La Liga,30-295,1995,1.3,3,2.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-227,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
207,Tjaš Begić,si SVN,DF,Parma,it Serie A,22-154,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23-045,2002,7.2,23,3.20,18,1,2,1,1,0,5,0.70,4,0,0,1,0,0,Matches
209,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,21-011,2004,1.2,3,2.48,2,0,1,0,0,0,2,1.65,2,0,0,0,0,0,Matches
210,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-183,2004,1.7,9,5.26,8,0,1,0,0,0,2,1.17,2,0,0,0,0,0,Matches
211,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,it Serie A,23-177,2002,10.3,29,2.82,22,0,5,2,0,0,1,0.10,1,0,0,0,0,0,Matches
212,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-307,1994,13.8,18,1.30,15,0,0,1,1,1,2,0.14,1,0,0,0,1,0,Matches
213,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,23-290,2002,12.2,12,0.98,12,0,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
214,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-099,1991,4.4,4,0.90,3,0,0,1,0,0,1,0.23,1,0,0,0,0,0,Matches
215,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-355,2001,5.6,3,0.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-198,2000,9.3,28,3.02,25,2,0,1,0,0,2,0.22,2,0,0,0,0,0,Matches
217,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-157,1998,6.3,12,1.89,7,2,0,1,2,0,1,0.16,1,0,0,0,0,0,Matches
218,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-257,1995,11.1,26,2.34,24,0,2,0,0,0,2,0.18,2,0,0,0,0,0,Matches
219,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-069,2005,4.8,11,2.29,11,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
220,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-155,2003,7.2,46,6.35,32,0,2,5,6,1,6,0.83,4,0,1,1,0,0,Matches
221,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20-287,2005,1.7,3,1.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-346,1993,2.1,3,1.44,1,0,0,1,1,0,2,0.96,0,0,0,1,1,0,Matches
223,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-301,1999,5.1,4,0.78,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-247,2001,4.4,10,2.29,6,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
225,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-288,2005,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-288,2005,1.9,7,3.73,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Carlos Benavídez,uy URU,"MF,DF",Alavés,es La Liga,27-246,1998,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,Adrian Benedyczak,pl POL,"MF,FW",Parma,it Serie A,25-007,2000,2.4,11,4.56,7,0,0,1,1,2,1,0.41,1,0,0,0,0,0,Matches
229,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,23-013,2002,4.6,15,3.26,10,0,2,1,1,1,1,0.22,1,0,0,0,0,0,Matches
230,Iker Benito,es ESP,"DF,FW",Osasuna,es La Liga,23-113,2002,1.7,3,1.80,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-229,1995,8.5,14,1.64,12,0,0,1,1,0,2,0.23,2,0,0,0,0,0,Matches
232,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,31-007,1994,3.8,10,2.65,7,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-159,1997,8.4,15,1.79,14,0,1,0,0,0,2,0.24,2,0,0,0,0,0,Matches
234,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,22-007,2003,7.1,7,0.98,6,0,0,1,0,0,2,0.28,2,0,0,0,0,0,Matches
235,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-122,1994,9.9,31,3.12,24,3,1,2,0,1,5,0.50,3,1,1,0,0,0,Matches
236,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-294,1990,13.5,21,1.56,17,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
237,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,30-150,1995,10.0,43,4.28,21,17,2,2,1,0,4,0.40,3,1,0,0,0,0,Matches
238,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-290,1998,12.6,26,2.06,24,0,0,2,0,0,2,0.16,1,0,0,1,0,0,Matches
239,Lucas Bergström,fi FIN,GK,Mallorca,es La Liga,23-087,2002,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
240,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-302,2006,5.4,10,1.84,5,3,1,1,0,0,2,0.37,2,0,0,0,0,0,Matches
241,Medon Berisha,al ALB,MF,Lecce,it Serie A,22-041,2003,8.7,33,3.78,15,14,1,1,1,1,4,0.46,1,2,0,0,0,1,Matches
242,Anthony Bermont,fr FRA,"DF,MF",Lens,fr Ligue 1,20-294,2005,0.5,4,7.50,3,0,1,0,0,0,1,1.87,1,0,0,0,0,0,Matches
243,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-189,2001,11.4,43,3.76,24,11,1,5,2,0,2,0.17,0,1,0,1,0,0,Matches
244,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-189,2007,0.8,2,2.43,2,0,0,0,0,0,1,1.22,1,0,0,0,0,0,Matches
245,Federico Bernardeschi,it ITA,"FW,MF",Bologna,it Serie A,31-288,1994,4.2,29,6.98,21,2,3,2,1,0,3,0.72,2,1,0,0,0,0,Matches
246,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-201,1995,11.7,14,1.20,12,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,22-015,2003,2.8,10,3.52,4,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-189,1999,10.1,21,2.07,18,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
249,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-253,2003,6.8,7,1.04,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
250,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,26-331,1999,8.1,23,2.82,11,8,0,2,2,0,5,0.61,2,2,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Beto,gw GNB,FW,Everton,eng Premier League,27-304,1998,6.9,11,1.59,6,0,0,4,1,0,2,0.29,1,0,0,1,0,0,Matches
252,Sam Beukema,nl NED,DF,Napoli,it Serie A,27-014,1998,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-259,1993,10.6,7,0.66,5,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
254,Mika Biereth,dk DEN,"FW,MF",Monaco,fr Ligue 1,22-296,2003,7.2,13,1.80,11,0,0,1,1,0,2,0.28,1,0,0,1,0,0,Matches
255,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-077,1990,9.3,5,0.54,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26-299,1999,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Cristiano Biraghi,it ITA,"DF,MF",Torino,it Serie A,33-091,1992,5.1,13,2.55,9,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20-156,2005,5.5,24,4.37,21,2,1,0,0,0,5,0.91,5,0,0,0,0,0,Matches
259,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-347,1993,2.0,6,2.93,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-207,2005,1.5,1,0.70,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-266,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
262,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-131,2000,12.4,14,1.13,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Ludovic Blas,fr FRA,"MF,DF",Rennes,fr Ligue 1,27-335,1997,7.0,29,4.14,18,3,1,4,3,0,4,0.57,2,1,0,1,0,0,Matches
264,Daley Blind,nl NED,DF,Girona,es La Liga,35-267,1990,10.6,14,1.32,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
265,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-049,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,Oscar Bobb,no NOR,"MF,FW",Manchester City,eng Premier League,22-142,2003,5.2,22,4.23,16,0,5,0,1,0,3,0.58,2,0,1,0,0,0,Matches
267,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-216,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-265,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-079,2000,5.1,8,1.56,7,0,0,1,0,0,1,0.19,0,0,0,1,0,0,Matches
270,Jeremie Boga,ci CIV,"FW,MF",Nice,fr Ligue 1,28-332,1997,7.2,28,3.91,19,3,4,2,0,0,2,0.28,1,0,0,1,0,0,Matches
271,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-330,2004,3.3,5,1.48,5,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
272,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-127,2000,12.6,16,1.27,12,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
273,Adama Boiro,es ESP,"DF,MF",Athletic Club,es La Liga,23-162,2002,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
274,Morgan Bokelé Mputu,cm CMR,"FW,DF",Metz,fr Ligue 1,21-263,2004,2.4,4,1.64,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
275,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-344,1998,1.5,4,2.67,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-246,2000,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-194,1997,6.2,10,1.61,9,0,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches
278,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-077,2003,9.4,14,1.49,10,0,2,0,1,1,0,0.00,0,0,0,0,0,0,Matches
279,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-318,2003,3.6,3,0.83,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
280,Victor Boniface,ng NGA,"FW,MF",Werder Bremen,de Bundesliga,24-343,2000,3.6,19,5.34,12,0,3,3,1,0,3,0.84,2,0,0,1,0,0,Matches
281,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-334,2002,9.9,21,2.11,16,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-037,2003,4.9,16,3.30,14,0,0,1,1,0,5,1.03,4,0,0,0,1,0,Matches
283,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-266,2000,7.3,13,1.77,7,0,0,1,4,1,1,0.14,1,0,0,0,0,0,Matches
284,Olivier Boscagli,fr FRA,DF,Brighton,eng Premier League,28-013,1997,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-323,2000,7.3,3,0.41,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-060,2007,11.5,22,1.91,15,0,2,3,1,1,1,0.09,0,0,0,1,0,0,Matches
287,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-358,2004,1.0,3,2.90,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Badredine Bouanani,dz ALG,"FW,MF",Stuttgart,de Bundesliga,20-358,2004,3.5,12,3.44,9,2,1,0,0,0,1,0.29,1,0,0,0,0,0,Matches
289,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-069,1999,9.1,30,3.30,23,0,2,3,1,1,3,0.33,2,0,1,0,0,0,Matches
290,Justin Bourgault,fr FRA,"MF,DF",Brest,fr Ligue 1,20-078,2005,0.2,1,5.63,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
