Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1353,James Milner,eng ENG,MF,Brighton,eng Premier League,39-284,1986,1.6,3,3,2,1,0,3,33.3,2,2,1,1,2,5,2,0,Matches
1354,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-109,2007,1.1,1,1,0,1,0,1,100.0,0,1,0,1,1,2,9,0,Matches
1355,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-334,1996,1.0,2,1,1,0,1,1,0.0,1,4,2,2,2,4,7,0,Matches
1356,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-022,1994,5.2,5,3,4,1,0,5,60.0,2,7,5,2,4,9,33,1,Matches
1357,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-272,1995,5.1,1,1,0,0,1,7,0.0,7,4,0,4,1,2,2,0,Matches
1358,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-216,1993,5.3,2,1,1,1,0,1,0.0,1,6,5,1,4,6,30,0,Matches
1359,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,26-155,1999,5.0,7,3,2,3,2,11,27.3,8,6,0,6,1,8,8,0,Matches
1360,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-085,2004,6.6,12,10,4,5,3,13,46.2,7,8,0,8,6,18,4,0,Matches
1361,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-113,1999,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1362,Rafa Mir,es ESP,FW,Elche,es La Liga,28-119,1997,5.5,2,1,1,1,0,4,25.0,3,5,1,4,2,4,8,1,Matches
1363,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-269,2000,3.4,6,5,2,4,0,5,60.0,2,2,0,2,3,9,7,0,Matches
1364,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,26-044,1999,7.0,27,16,21,4,2,24,75.0,6,11,2,9,8,35,27,1,Matches
1365,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,28-148,1997,5.6,3,3,2,1,0,10,20.0,8,5,0,5,2,5,4,0,Matches
1366,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-211,1997,4.9,9,7,8,0,1,3,100.0,0,10,2,8,10,19,18,0,Matches
1367,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-267,1989,4.0,5,5,2,2,1,7,28.6,5,5,1,4,5,10,1,0,Matches
1368,Rui Modesto,ao ANG,"MF,DF",Udinese,it Serie A,26-008,1999,0.5,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
1369,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-036,1985,5.7,9,5,5,3,1,8,37.5,5,6,2,4,10,19,9,1,Matches
1370,Max Moerstedt,de GER,"FW,MF",Hoffenheim,de Bundesliga,19-273,2006,0.7,3,2,2,1,0,0,,0,1,1,0,0,3,3,0,Matches
1371,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-143,1999,3.5,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,Matches
1372,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-321,1997,5.4,4,2,1,2,1,6,33.3,4,3,2,1,6,10,6,0,Matches
1373,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-055,1992,6.2,13,6,10,3,0,13,84.6,2,10,1,9,4,17,21,0,Matches
1374,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-027,2007,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1375,Alberto Moleiro,es ESP,"MF,FW",Villarreal,es La Liga,22-015,2003,4.1,5,4,0,2,3,11,36.4,7,6,0,6,0,5,0,0,Matches
1376,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-192,1998,1.2,4,2,2,2,0,6,33.3,4,3,0,3,2,6,2,0,Matches
1377,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,27-155,1998,7.8,11,5,7,4,0,19,42.1,11,13,2,11,5,16,11,0,Matches
1378,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-237,1996,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
1379,Álvaro Morata,es ESP,FW,Como,it Serie A,32-357,1992,2.5,5,4,0,2,3,2,50.0,1,2,0,2,0,5,3,0,Matches
1380,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,24-107,2001,3.8,6,3,4,1,1,7,71.4,2,6,2,4,2,8,23,2,Matches
1381,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20-210,2005,0.6,2,2,0,1,1,3,66.7,1,0,0,0,1,3,1,0,Matches
1382,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21-070,2004,4.9,12,7,5,2,5,14,64.3,5,6,1,5,1,13,11,0,Matches
1383,Álex Moreno,es ESP,"DF,MF",Girona,es La Liga,32-129,1993,6.5,7,4,6,0,1,8,25.0,6,7,5,2,7,14,26,1,Matches
1384,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-191,1992,0.5,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1385,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-021,2003,3.8,4,2,4,0,0,5,60.0,2,9,4,5,9,13,23,0,Matches
1386,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28-315,1996,4.1,5,4,1,3,1,11,36.4,7,8,1,7,3,8,5,0,Matches
1387,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32-107,1993,2.6,2,2,1,1,0,3,33.3,2,4,1,3,1,3,6,0,Matches
1388,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-227,2000,4.2,11,6,7,4,0,12,41.7,7,6,0,6,5,16,10,1,Matches
1389,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-269,2003,5.0,21,11,9,7,5,14,57.1,6,4,0,4,5,26,4,1,Matches
1390,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-276,1999,5.0,19,9,6,10,3,13,53.8,6,4,0,4,6,25,9,0,Matches
1391,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24-263,2001,0.0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1392,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-217,1998,3.3,9,2,1,7,1,6,66.7,2,2,1,1,2,11,7,0,Matches
1393,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,22-349,2002,5.8,8,6,3,4,1,4,50.0,2,5,4,1,0,8,11,0,Matches
1394,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-065,2006,0.1,1,0,1,0,0,1,100.0,0,0,0,0,0,1,0,0,Matches
1395,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-110,2004,2.8,8,6,3,4,1,3,100.0,0,3,2,1,5,13,8,0,Matches
1396,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,25-360,1999,0.5,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Matches
1397,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-166,2001,1.5,3,0,2,1,0,2,100.0,0,2,1,1,3,6,3,0,Matches
1398,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,26-278,1999,3.0,6,3,3,3,0,7,42.9,4,3,0,3,1,7,0,0,Matches
1399,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20-009,2005,3.8,10,2,0,9,1,9,77.8,2,8,3,5,2,12,3,0,Matches
1400,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23-244,2002,6.8,35,24,20,13,2,41,58.5,17,7,2,5,10,45,23,1,Matches
1401,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23-134,2002,3.3,4,3,1,3,0,9,33.3,6,2,2,0,0,4,3,0,Matches
1402,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22-229,2003,6.0,14,4,12,2,0,7,85.7,1,10,6,4,8,22,37,1,Matches
1403,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27-205,1998,5.9,12,6,6,5,1,22,40.9,13,7,1,6,6,18,13,0,Matches
1404,Ngal'Ayel Mukau,cd COD,"MF,FW",Lille,fr Ligue 1,20-319,2004,3.4,4,2,0,3,1,7,42.9,4,4,0,4,2,6,2,0,Matches
1405,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19-245,2006,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1406,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,27-348,1997,5.0,17,13,6,10,1,9,88.9,1,5,1,4,5,22,41,1,Matches
1407,Marshall Munetsi,zw ZIM,"FW,MF",Wolves,eng Premier League,29-115,1996,5.8,11,5,6,2,3,15,46.7,8,7,2,5,2,13,13,0,Matches
1408,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-164,2001,3.5,3,1,0,2,1,0,,0,3,0,3,0,3,8,0,Matches
1409,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28-060,1997,3.1,13,9,5,5,3,20,50.0,10,2,0,2,0,13,12,0,Matches
1410,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,29-142,1996,7.0,19,11,10,8,1,15,46.7,8,6,0,6,10,29,30,0,Matches
1411,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-344,2002,0.3,1,1,0,1,0,0,,0,0,0,0,1,2,0,0,Matches
1412,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30-229,1995,1.7,2,1,0,2,0,2,50.0,1,0,0,0,1,3,1,0,Matches
1413,Víctor Muñoz,es ESP,"FW,MF",Osasuna,es La Liga,22-094,2003,5.5,3,2,2,1,0,5,40.0,3,6,0,6,2,5,7,0,Matches
1414,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,26-342,1998,5.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1415,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23-103,2002,3.4,3,1,2,1,0,2,100.0,0,4,0,4,7,10,15,0,Matches
1416,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-174,1994,6.2,1,1,0,1,0,3,33.3,2,2,0,2,1,2,12,0,Matches
1417,Jacob Murphy,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,30-233,1995,3.5,0,0,0,0,0,1,0.0,1,7,0,7,0,0,4,0,Matches
1418,Yunus Musah,us USA,MF,Atalanta,it Serie A,22-320,2002,0.6,2,1,1,0,1,3,66.7,1,1,1,0,0,2,2,0,Matches
1419,Yunus Musah,us USA,DF,Milan,it Serie A,22-320,2002,1.0,1,1,1,0,0,0,,0,1,1,0,0,1,0,0,Matches
1420,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29-192,1996,0.6,1,1,1,0,0,1,0.0,1,2,1,1,1,2,2,0,Matches
1421,Cheveyo Muy,,FW,Milan,it Serie A,,,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1422,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31-131,1994,4.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
1423,Joel Mvuka,no NOR,"DF,MF",Lorient,fr Ligue 1,22-337,2002,2.8,7,3,4,2,1,3,66.7,1,0,0,0,5,12,8,0,Matches
1424,Junior Mwanga,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-157,2003,2.0,8,5,3,4,1,7,71.4,2,3,0,3,1,9,3,0,Matches
1425,Junior Mwanga,fr FRA,"MF,DF",Nantes,fr Ligue 1,22-157,2003,3.8,7,3,1,5,1,5,40.0,3,5,3,2,4,11,10,0,Matches
1426,Phillipp Mwene,at AUT,"DF,MF",Mainz 05,de Bundesliga,31-259,1994,5.0,4,3,4,0,0,8,25.0,6,5,1,4,0,4,14,0,Matches
1427,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26-139,1999,3.9,3,2,0,2,1,3,100.0,0,6,3,3,6,9,22,1,Matches
1428,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,28-148,1997,3.9,10,6,6,4,0,10,70.0,3,9,0,9,10,20,10,1,Matches
1429,David Møller Wolfe,no NOR,"MF,DF",Wolves,eng Premier League,23-175,2002,1.6,2,2,1,1,0,1,100.0,0,0,0,0,0,2,5,0,Matches
1430,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26-056,1999,5.8,3,0,1,2,0,4,50.0,2,3,1,2,8,11,21,1,Matches
1431,Konan N'dri,ci CIV,"MF,FW",Lecce,it Serie A,24-353,2000,0.8,2,1,2,0,0,3,33.3,2,1,0,1,0,2,0,0,Matches
1432,Bilal Nadir,ma MAR,"MF,FW",Marseille,fr Ligue 1,21-321,2003,1.9,3,3,1,1,1,6,33.3,4,1,1,0,0,3,0,0,Matches
1433,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20-109,2005,0.8,1,0,1,0,0,3,33.3,2,2,2,0,1,2,4,1,Matches
1434,Younes Namli,dk DEN,"MF,FW",Le Havre,fr Ligue 1,31-117,1994,2.1,8,5,3,3,2,9,55.6,4,2,0,2,4,12,3,0,Matches
1435,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23-152,2002,0.7,1,1,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
1436,Nikolas Nartey,dk DEN,"DF,MF",Stuttgart,de Bundesliga,25-235,2000,0.3,3,3,1,1,1,2,100.0,0,1,0,1,0,3,1,0,Matches
1437,Natan,br BRA,DF,Betis,es La Liga,24-251,2001,8.0,5,3,3,2,0,6,16.7,5,4,2,2,4,9,67,1,Matches
1438,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-173,2005,0.6,6,3,1,3,2,6,83.3,1,1,0,1,0,6,1,0,Matches
1439,Roberto Navarro,es ESP,"FW,MF",Athletic Club,es La Liga,23-186,2002,2.7,1,0,0,1,0,1,0.0,1,3,0,3,2,3,3,0,Matches
1440,Corrie Ndaba,ie IRL,"DF,MF",Lecce,it Serie A,25-294,1999,0.8,1,1,1,0,0,1,100.0,0,0,0,0,1,2,7,0,Matches
1441,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25-088,2000,5.6,8,4,5,1,2,8,37.5,5,2,2,0,5,13,8,2,Matches
1442,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-223,2000,6.5,16,11,9,6,1,12,50.0,6,6,1,5,2,18,3,1,Matches
1443,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-308,2001,4.7,7,3,4,2,1,14,35.7,9,6,1,5,2,9,3,0,Matches
1444,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris S-G,fr Ligue 1,18-084,2007,1.3,1,0,1,0,0,2,50.0,1,4,1,3,1,2,0,0,Matches
1445,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-080,2004,1.0,2,1,1,1,0,1,100.0,0,2,0,2,0,2,2,0,Matches
1446,Dan Ndoye,ch SUI,FW,Nott'ham Forest,eng Premier League,24-355,2000,5.5,6,3,0,2,4,8,12.5,7,5,1,4,5,11,1,0,Matches
1447,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,20-349,2004,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1448,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-005,2002,3.7,5,3,2,1,2,3,66.7,1,4,1,3,3,8,3,0,Matches
1449,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-303,2005,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1450,Loïc Nego,hu HUN,DF,Le Havre,fr Ligue 1,34-273,1991,5.9,7,3,4,2,1,8,75.0,2,5,0,5,6,13,25,1,Matches
1451,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,23-306,2001,0.0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1452,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27-001,1998,6.0,9,6,8,1,0,8,62.5,3,9,6,3,8,17,44,0,Matches
1453,David Neres,br BRA,"MF,FW",Napoli,it Serie A,28-226,1997,1.5,3,1,1,2,0,1,100.0,0,2,0,2,0,3,1,0,Matches
1454,Martim Neto,pt POR,MF,Elche,es La Liga,22-274,2003,3.0,3,1,2,1,0,5,0.0,5,4,1,3,0,3,4,0,Matches
1455,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-220,2000,5.6,4,3,1,2,1,6,50.0,3,2,0,2,4,8,2,0,Matches
1456,Luca Netz,de GER,"DF,MF",Gladbach,de Bundesliga,22-153,2003,1.8,3,2,1,2,0,3,33.3,2,1,0,1,1,4,5,0,Matches
1457,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-202,1986,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
1458,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,28-213,1997,2.0,2,0,0,2,0,2,50.0,1,1,1,0,1,3,1,0,Matches
1459,João Neves,pt POR,MF,Paris S-G,fr Ligue 1,21-018,2004,2.0,2,0,0,1,1,4,50.0,2,4,2,2,1,3,0,0,Matches
1460,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,28-285,1997,0.7,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
1461,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25-142,2000,4.5,3,0,0,2,1,3,0.0,3,2,0,2,2,5,4,1,Matches
1462,Mikayil Ngor Faye,sn SEN,DF,Cremonese,it Serie A,21-093,2004,0.4,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,Matches
1463,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,21-093,2004,0.1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1464,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22-127,2003,7.0,15,8,7,7,1,17,64.7,6,4,3,1,13,28,34,3,Matches
1465,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19-072,2006,0.4,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches
1466,Rio Ngumoha,eng ENG,"FW,MF",Liverpool,eng Premier League,17-047,2008,0.1,1,1,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
1467,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-221,1996,7.0,8,3,6,2,0,8,75.0,2,13,6,7,7,15,44,2,Matches
1468,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23-188,2002,4.0,10,5,4,6,0,10,40.0,6,8,1,7,5,15,21,0,Matches
1469,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23-130,2002,1.9,6,4,5,1,0,3,100.0,0,3,1,2,0,6,11,0,Matches
1470,Cheikh Niasse,sn SEN,"MF,DF",Hellas Verona,it Serie A,25-269,2000,1.2,1,0,0,1,0,1,0.0,1,2,2,0,2,3,3,0,Matches
1471,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-213,1997,4.8,9,5,6,2,1,6,50.0,3,5,2,3,5,14,35,0,Matches
1472,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-359,1997,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1473,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25-119,2000,3.2,7,5,3,2,2,7,71.4,2,1,0,1,1,8,3,0,Matches
1474,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-181,2001,2.1,2,1,2,0,0,5,40.0,3,3,0,3,4,6,4,0,Matches
1475,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22-133,2003,2.1,0,0,0,0,0,0,,0,3,2,1,4,4,6,0,Matches
1476,Alieu Njie,se SWE,FW,Torino,it Serie A,20-154,2005,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1477,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,24-334,2000,4.0,5,4,2,3,0,6,50.0,3,2,0,2,0,5,3,0,Matches
1478,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22-250,2003,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
1479,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-138,1999,0.6,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
1480,Niels Nkounkou,fr FRA,"MF,DF",Torino,it Serie A,24-348,2000,1.1,1,1,0,1,0,0,,0,2,0,2,2,3,2,1,Matches
1481,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,27-335,1997,0.6,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1482,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25-005,2000,4.2,3,2,2,0,1,1,0.0,1,8,0,8,3,6,6,0,Matches
1483,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,26-305,1998,1.7,0,0,0,0,0,1,0.0,1,1,1,0,1,1,5,0,Matches
1484,Arnaud Nordin,fr FRA,"MF,DF",Mainz 05,de Bundesliga,27-120,1998,3.6,6,4,2,3,1,5,60.0,2,6,0,6,1,7,4,0,Matches
1485,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,21-276,2004,6.0,13,9,9,3,1,9,88.9,1,7,2,5,2,15,13,0,Matches
1486,Tijjani Noslin,nl NED,"MF,FW",Lazio,it Serie A,26-100,1999,0.2,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1487,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-313,1997,0.4,2,2,1,0,1,0,,0,1,0,1,0,2,2,0,Matches
1488,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29-015,1996,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1489,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27-049,1998,3.7,3,3,0,1,2,4,50.0,2,4,2,2,2,5,19,1,Matches
1490,Álvaro Núñez,es ESP,"DF,FW",Elche,es La Liga,25-100,2000,7.9,8,6,1,6,1,7,71.4,2,7,4,3,5,13,10,0,Matches
1491,Unai Núñez,es ESP,DF,Hellas Verona,it Serie A,28-258,1997,5.9,13,8,8,3,2,9,66.7,3,10,4,6,10,23,23,0,Matches
1492,Antonio Nusa,no NOR,FW,RB Leipzig,de Bundesliga,20-181,2005,3.1,6,2,4,1,1,4,100.0,0,1,0,1,3,9,2,0,Matches
1493,Ethan Nwaneri,eng ENG,MF,Arsenal,eng Premier League,18-208,2007,1.7,0,0,0,0,0,2,0.0,2,3,0,3,0,0,1,0,Matches
1494,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,35-035,1990,4.0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
1495,Allan Nyom,cm CMR,FW,Getafe,es La Liga,37-158,1988,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1496,Rabby Nzingoula,fr FRA,MF,Strasbourg,fr Ligue 1,19-324,2005,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1497,M'Bala Nzola,ao ANG,"FW,MF",Pisa,it Serie A,29-058,1996,3.6,1,0,0,1,0,1,100.0,0,1,1,0,1,2,0,0,Matches
1498,Jake O'Brien,ie IRL,DF,Everton,eng Premier League,24-153,2001,7.0,12,8,7,5,0,10,80.0,2,5,2,3,3,15,27,2,Matches
1499,Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,24-328,2000,2.0,4,2,2,2,0,4,50.0,2,4,1,3,0,4,2,0,Matches
1500,Matt O'Riley,dk DEN,MF,Marseille,fr Ligue 1,24-328,2000,3.4,4,1,1,1,2,5,40.0,3,1,0,1,4,8,4,0,Matches
1501,Adam Obert,sk SVK,DF,Cagliari,it Serie A,23-053,2002,5.6,17,9,8,7,2,14,78.6,3,8,4,4,10,27,23,0,Matches
1502,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,32-281,1993,8.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
1503,Jens Odgaard,dk DEN,MF,Bologna,it Serie A,26-198,1999,2.1,2,1,2,0,0,1,100.0,0,2,0,2,1,3,2,0,Matches
1504,Wilson Odobert,fr FRA,FW,Tottenham,eng Premier League,20-321,2004,2.7,3,3,3,0,0,1,100.0,0,0,0,0,0,3,2,0,Matches
1505,Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,29-305,1995,0.6,3,1,3,0,0,2,100.0,0,2,2,0,0,3,2,0,Matches
1506,Noah Okafor,ch SUI,FW,Leeds United,eng Premier League,25-144,2000,3.4,7,5,3,2,2,4,25.0,3,2,0,2,3,10,1,0,Matches
1507,David Okereke,ng NGA,FW,Cremonese,it Serie A,28-047,1997,0.9,1,0,0,1,0,1,0.0,1,2,1,1,0,1,2,0,Matches
1508,Olasagasti,es ESP,MF,Levante,es La Liga,25-060,2000,2.2,4,1,1,2,1,9,44.4,5,1,0,1,1,5,8,0,Matches
1509,Michael Olise,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23-307,2001,5.2,5,4,2,2,1,12,25.0,9,5,0,5,2,7,1,0,Matches
1510,Mathías Olivera,uy URU,DF,Napoli,it Serie A,27-349,1997,1.9,2,1,2,0,0,2,50.0,1,1,0,1,2,4,2,0,Matches
1511,Dani Olmo,es ESP,MF,Barcelona,es La Liga,27-161,1998,5.4,8,4,3,4,1,5,60.0,2,3,0,3,3,11,4,0,Matches
1512,Tani Oluwaseyi,ca CAN,FW,Villarreal,es La Liga,25-153,2000,2.5,3,3,0,0,3,3,66.7,1,3,1,2,0,3,2,1,Matches
1513,Warmed Omari,km COM,DF,Hamburger SV,de Bundesliga,25-175,2000,4.8,2,1,0,2,0,4,0.0,4,6,4,2,4,6,27,1,Matches
1514,Andrew Omobamidele,ie IRL,DF,Strasbourg,fr Ligue 1,23-114,2002,0.7,0,0,0,0,0,0,,0,2,2,0,2,2,2,0,Matches
1515,Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,24-060,2001,1.7,4,2,1,3,0,3,66.7,1,2,2,0,5,9,2,0,Matches
1516,Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,27-287,1998,1.0,2,0,2,0,0,2,0.0,2,0,0,0,0,2,2,0,Matches
1517,Loïs Openda,be BEL,FW,Juventus,it Serie A,25-241,2000,1.5,2,2,2,0,0,0,,0,1,0,1,0,2,1,0,Matches
1518,Loïs Openda,be BEL,FW,RB Leipzig,de Bundesliga,25-241,2000,0.6,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1519,Fredrik Oppegard,no NOR,DF,Auxerre,fr Ligue 1,23-069,2002,2.1,9,5,6,3,0,6,100.0,0,2,1,1,2,11,7,0,Matches
1520,Louis Oppie,de GER,DF,St. Pauli,de Bundesliga,23-151,2002,6.0,14,10,5,6,3,13,76.9,3,8,0,8,3,17,13,1,Matches
1521,Gift Orban,ng NGA,FW,Hellas Verona,it Serie A,23-090,2002,3.9,1,1,1,0,0,2,50.0,1,1,0,1,1,2,1,0,Matches
1522,Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,32-346,1992,6.0,7,5,4,3,0,3,100.0,0,20,12,8,6,13,53,1,Matches
